signal_id,application_id,vendor,score,band,reason_codes,raw_response,vendor_latency_ms,received_at
204,254,SENTINEL,335,LOW,"SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW,IDENTITY_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-fb0abe3a"",""score"":335,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",1628,2026-02-05 14:28:02.799562-05:00
205,258,SENTINEL,331,LOW,"SYNTHETIC_ID_PATTERN,IP_PROXY,VELOCITY_APPLICANT,PHONE_CARRIER_RISK","{""requestId"":""sen-73e8a501"",""score"":331,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""VELOCITY_APPLICANT"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",107,2026-02-05 13:43:59.282900-05:00
206,259,SENTINEL,494,MEDIUM,"BANK_ACCOUNT_AGE,ADDRESS_MISMATCH,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-12201eb3"",""score"":494,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",1369,2026-02-05 15:49:02.425389-05:00
207,260,SENTINEL,431,MEDIUM,"IDENTITY_MISMATCH,ADDRESS_MISMATCH,BANK_ACCOUNT_AGE,PHONE_CARRIER_RISK","{""requestId"":""sen-b0579864"",""score"":431,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""ADDRESS_MISMATCH"",""BANK_ACCOUNT_AGE"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",709,2026-02-05 16:29:38.519511-05:00
208,265,SENTINEL,19,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-c76cf8dc"",""score"":19,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",9965,2026-02-05 17:30:59.078373-05:00
209,267,SENTINEL,58,LOW,"BANK_ACCOUNT_AGE,EMAIL_AGE_LOW","{""requestId"":""sen-03dbec40"",""score"":58,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",117,2026-02-05 18:10:36.655984-05:00
210,268,SENTINEL,299,LOW,"ADDRESS_MISMATCH,SYNTHETIC_ID_PATTERN,IDENTITY_MISMATCH","{""requestId"":""sen-a21365f1"",""score"":299,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",241,2026-02-05 16:11:00.594142-05:00
211,269,SENTINEL,261,LOW,"BANK_ACCOUNT_AGE,EMAIL_AGE_LOW,IDENTITY_MISMATCH,IP_PROXY","{""requestId"":""sen-404adfa3"",""score"":261,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",253,2026-02-05 17:13:35.370686-05:00
212,270,SENTINEL,394,MEDIUM,"EMAIL_AGE_LOW,IP_PROXY","{""requestId"":""sen-de825954"",""score"":394,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",61,2026-02-05 14:22:55.010352-05:00
213,272,SENTINEL,387,MEDIUM,,"{""requestId"":""sen-1af14cb8"",""score"":387,""band"":""MEDIUM"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",429,2026-02-05 16:01:28.797009-05:00
214,274,SENTINEL,315,LOW,"DEVICE_REPUTATION,VELOCITY_APPLICANT,PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE","{""requestId"":""sen-5760401b"",""score"":315,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""VELOCITY_APPLICANT"",""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",139,2026-02-05 18:03:45.581023-05:00
215,275,SENTINEL,201,LOW,,"{""requestId"":""sen-f597b9cc"",""score"":201,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",1033,2026-02-05 19:10:31.930414-05:00
216,276,SENTINEL,431,MEDIUM,"IP_PROXY,SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW","{""requestId"":""sen-93cf337e"",""score"":431,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY"",""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.1""}",198,2026-02-05 16:05:14.469424-05:00
217,278,SENTINEL,22,LOW,"IP_PROXY,IDENTITY_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-d03e26e1"",""score"":22,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",358,2026-02-05 20:16:26.301170-05:00
218,279,SENTINEL,297,LOW,"EMAIL_AGE_LOW,VELOCITY_APPLICANT,IDENTITY_MISMATCH","{""requestId"":""sen-6e75a093"",""score"":297,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",1798,2026-02-05 18:56:46.722477-05:00
219,280,SENTINEL,308,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-0cad1a45"",""score"":308,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",1245,2026-02-05 18:20:01.838489-05:00
220,281,SENTINEL,54,LOW,PHONE_CARRIER_RISK,"{""requestId"":""sen-aae493f6"",""score"":54,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.1""}",267,2026-02-05 20:18:21.231349-05:00
221,283,SENTINEL,349,LOW,"BANK_ACCOUNT_AGE,DEVICE_REPUTATION,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-e7538759"",""score"":349,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",826,2026-02-05 18:56:57.826721-05:00
222,285,SENTINEL,528,MEDIUM,"EMAIL_AGE_LOW,DEVICE_REPUTATION","{""requestId"":""sen-23c27abd"",""score"":528,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",414,2026-02-05 17:57:32.628740-05:00
223,286,SENTINEL,528,MEDIUM,DEVICE_REPUTATION,"{""requestId"":""sen-c1f9f46e"",""score"":528,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",648,2026-02-05 20:53:45.171944-05:00
224,287,SENTINEL,238,LOW,,"{""requestId"":""sen-60316e20"",""score"":238,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",4810,2026-02-05 17:27:51.151747-05:00
225,288,SENTINEL,496,MEDIUM,BANK_ACCOUNT_AGE,"{""requestId"":""sen-fe68e7d1"",""score"":496,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",582,2026-02-05 18:16:30.159589-05:00
226,289,SENTINEL,239,LOW,SYNTHETIC_ID_PATTERN,"{""requestId"":""sen-9ca06183"",""score"":239,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",386,2026-02-05 21:45:54.973629-05:00
227,290,SENTINEL,209,LOW,"SYNTHETIC_ID_PATTERN,IDENTITY_MISMATCH,BANK_ACCOUNT_AGE","{""requestId"":""sen-3ad7db35"",""score"":209,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IDENTITY_MISMATCH"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",17953,2026-02-05 20:42:32.630068-05:00
228,291,SENTINEL,267,LOW,VELOCITY_APPLICANT,"{""requestId"":""sen-d90f54e6"",""score"":267,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",129,2026-02-05 18:47:27.632848-05:00
229,292,SENTINEL,452,MEDIUM,"IP_PROXY,ADDRESS_MISMATCH,DEVICE_REPUTATION,VELOCITY_APPLICANT","{""requestId"":""sen-7746ce98"",""score"":452,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY"",""ADDRESS_MISMATCH"",""DEVICE_REPUTATION"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.1""}",1454,2026-02-05 18:33:28.111385-05:00
230,293,SENTINEL,514,MEDIUM,"BANK_ACCOUNT_AGE,SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT,EMAIL_AGE_LOW","{""requestId"":""sen-157e484a"",""score"":514,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",461,2026-02-05 22:03:41.019901-05:00
231,294,SENTINEL,370,MEDIUM,"EMAIL_AGE_LOW,SYNTHETIC_ID_PATTERN,BANK_ACCOUNT_AGE","{""requestId"":""sen-b3b5c1fb"",""score"":370,""band"":""MEDIUM"",""reasonCodes"":[""EMAIL_AGE_LOW"",""SYNTHETIC_ID_PATTERN"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",1563,2026-02-05 21:05:10.905643-05:00
232,295,SENTINEL,210,LOW,"VELOCITY_APPLICANT,BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-51ed3bad"",""score"":210,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT"",""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",2374,2026-02-05 21:15:04.643429-05:00
233,296,SENTINEL,346,LOW,"EMAIL_AGE_LOW,BANK_ACCOUNT_AGE,IDENTITY_MISMATCH,IP_PROXY","{""requestId"":""sen-f024b55e"",""score"":346,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""BANK_ACCOUNT_AGE"",""IDENTITY_MISMATCH"",""IP_PROXY""],""modelVersion"":""sr-4.2""}",513,2026-02-05 20:35:40.537681-05:00
234,297,SENTINEL,312,LOW,"IP_PROXY,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-8e5c2f10"",""score"":312,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",91,2026-02-05 21:44:08.425000-05:00
235,298,SENTINEL,270,LOW,"SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE,IDENTITY_MISMATCH","{""requestId"":""sen-2c93a8c2"",""score"":270,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",302,2026-02-06 00:49:44.668658-05:00
236,299,SENTINEL,196,LOW,"DEVICE_REPUTATION,BANK_ACCOUNT_AGE,ADDRESS_MISMATCH","{""requestId"":""sen-cacb2273"",""score"":196,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""BANK_ACCOUNT_AGE"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.1""}",489,2026-02-05 21:27:09.687053-05:00
237,300,SENTINEL,1,LOW,"IDENTITY_MISMATCH,EMAIL_AGE_LOW,ADDRESS_MISMATCH,BANK_ACCOUNT_AGE","{""requestId"":""sen-69029c25"",""score"":1,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW"",""ADDRESS_MISMATCH"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",507,2026-02-05 22:09:00.571293-05:00
238,301,SENTINEL,1,LOW,"IP_PROXY,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-073a15d7"",""score"":1,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",298,2026-02-06 00:48:26.800837-05:00
239,303,SENTINEL,59,LOW,,"{""requestId"":""sen-43a9093a"",""score"":59,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",525,2026-02-06 01:20:19.769745-05:00
240,305,SENTINEL,365,MEDIUM,"SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW","{""requestId"":""sen-8017fc9d"",""score"":365,""band"":""MEDIUM"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",310,2026-02-06 06:35:15.217489-05:00
241,306,SENTINEL,282,LOW,"ADDRESS_MISMATCH,EMAIL_AGE_LOW","{""requestId"":""sen-1e4f764f"",""score"":282,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",1134,2026-02-06 06:12:46.096583-05:00
242,307,SENTINEL,239,LOW,"PHONE_CARRIER_RISK,DEVICE_REPUTATION","{""requestId"":""sen-bc86f000"",""score"":239,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",1550,2026-02-06 04:43:46.989758-05:00
243,308,SENTINEL,502,MEDIUM,BANK_ACCOUNT_AGE,"{""requestId"":""sen-5abe69b2"",""score"":502,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",2026,2026-02-06 05:17:28.626426-05:00
244,309,SENTINEL,275,LOW,"DEVICE_REPUTATION,ADDRESS_MISMATCH","{""requestId"":""sen-f8f5e363"",""score"":275,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION"",""ADDRESS_MISMATCH""],""modelVersion"":""sr-4.2""}",524,2026-02-06 08:07:03.007966-05:00
245,310,SENTINEL,49,LOW,"BANK_ACCOUNT_AGE,IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN,PHONE_CARRIER_RISK","{""requestId"":""sen-972d5d15"",""score"":49,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",441,2026-02-06 07:37:35.944803-05:00
246,311,SENTINEL,106,LOW,"IDENTITY_MISMATCH,EMAIL_AGE_LOW","{""requestId"":""sen-3564d6c7"",""score"":106,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",269,2026-02-06 09:39:31.610454-05:00
247,312,SENTINEL,282,LOW,EMAIL_AGE_LOW,"{""requestId"":""sen-d39c5078"",""score"":282,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",4119,2026-02-06 10:37:12.438612-05:00
248,313,SENTINEL,233,LOW,"PHONE_CARRIER_RISK,BANK_ACCOUNT_AGE","{""requestId"":""sen-71d3ca2a"",""score"":233,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",903,2026-02-06 11:26:05.052653-05:00
249,314,SENTINEL,489,MEDIUM,"IDENTITY_MISMATCH,PHONE_CARRIER_RISK,EMAIL_AGE_LOW,DEVICE_REPUTATION","{""requestId"":""sen-100b43dc"",""score"":489,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK"",""EMAIL_AGE_LOW"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",628,2026-02-06 11:50:58.899288-05:00
250,315,SENTINEL,18,LOW,IDENTITY_MISMATCH,"{""requestId"":""sen-ae42bd8d"",""score"":18,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.2""}",257,2026-02-06 10:10:34.849736-05:00
251,316,SENTINEL,421,MEDIUM,"BANK_ACCOUNT_AGE,DEVICE_REPUTATION","{""requestId"":""sen-4c7a373f"",""score"":421,""band"":""MEDIUM"",""reasonCodes"":[""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",214,2026-02-06 09:40:09.444531-05:00
252,317,SENTINEL,1,LOW,BANK_ACCOUNT_AGE,"{""requestId"":""sen-eab1b0f0"",""score"":1,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",1913,2026-02-06 10:12:52.119782-05:00
253,318,SENTINEL,536,MEDIUM,PHONE_CARRIER_RISK,"{""requestId"":""sen-88e92aa2"",""score"":536,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",938,2026-02-06 12:23:23.109017-05:00
254,319,SENTINEL,398,MEDIUM,"ADDRESS_MISMATCH,VELOCITY_APPLICANT,EMAIL_AGE_LOW,DEVICE_REPUTATION","{""requestId"":""sen-2720a454"",""score"":398,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""VELOCITY_APPLICANT"",""EMAIL_AGE_LOW"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",41,2026-02-06 12:14:10.512010-05:00
255,321,SENTINEL,227,LOW,DEVICE_REPUTATION,"{""requestId"":""sen-638f97b7"",""score"":227,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",1328,2026-02-06 14:03:44.545980-05:00
256,323,SENTINEL,602,MEDIUM,"IDENTITY_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-9ffe8b1a"",""score"":602,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",2953,2026-02-06 10:52:23.997021-05:00
257,324,SENTINEL,281,LOW,"SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT,ADDRESS_MISMATCH,DEVICE_REPUTATION","{""requestId"":""sen-3e3604cc"",""score"":281,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT"",""ADDRESS_MISMATCH"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",1295,2026-02-06 12:58:47.151247-05:00
258,326,SENTINEL,1,LOW,BANK_ACCOUNT_AGE,"{""requestId"":""sen-7aa4f82f"",""score"":1,""band"":""LOW"",""reasonCodes"":[""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.1""}",131,2026-02-06 13:35:18.883486-05:00
259,327,SENTINEL,274,LOW,"SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT","{""requestId"":""sen-18dc71e1"",""score"":274,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",901,2026-02-06 11:26:53.307680-05:00
260,328,SENTINEL,316,LOW,,"{""requestId"":""sen-b713eb92"",""score"":316,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",175,2026-02-06 14:59:35.493976-05:00
261,330,SENTINEL,331,LOW,DEVICE_REPUTATION,"{""requestId"":""sen-f382def5"",""score"":331,""band"":""LOW"",""reasonCodes"":[""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",780,2026-02-06 13:33:30.839316-05:00
262,332,SENTINEL,88,LOW,,"{""requestId"":""sen-2ff1d259"",""score"":88,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",1889,2026-02-06 14:33:20.891511-05:00
263,333,SENTINEL,367,MEDIUM,"VELOCITY_APPLICANT,SYNTHETIC_ID_PATTERN,BANK_ACCOUNT_AGE","{""requestId"":""sen-ce294c0a"",""score"":367,""band"":""MEDIUM"",""reasonCodes"":[""VELOCITY_APPLICANT"",""SYNTHETIC_ID_PATTERN"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",583,2026-02-06 12:55:29.020891-05:00
264,334,SENTINEL,220,LOW,"IDENTITY_MISMATCH,VELOCITY_APPLICANT,DEVICE_REPUTATION","{""requestId"":""sen-6c60c5bc"",""score"":220,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",7304,2026-02-06 14:40:10.369271-05:00
265,339,SENTINEL,238,LOW,PHONE_CARRIER_RISK,"{""requestId"":""sen-83762634"",""score"":238,""band"":""LOW"",""reasonCodes"":[""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",149,2026-02-06 13:16:01.280596-05:00
266,340,SENTINEL,598,MEDIUM,"PHONE_CARRIER_RISK,DEVICE_REPUTATION,SYNTHETIC_ID_PATTERN,IP_PROXY","{""requestId"":""sen-21ad9fe6"",""score"":598,""band"":""MEDIUM"",""reasonCodes"":[""PHONE_CARRIER_RISK"",""DEVICE_REPUTATION"",""SYNTHETIC_ID_PATTERN"",""IP_PROXY""],""modelVersion"":""sr-4.1""}",165,2026-02-06 12:49:16.029300-05:00
267,342,SENTINEL,100,LOW,"ADDRESS_MISMATCH,IP_PROXY,SYNTHETIC_ID_PATTERN,VELOCITY_APPLICANT","{""requestId"":""sen-5e1c9349"",""score"":100,""band"":""LOW"",""reasonCodes"":[""ADDRESS_MISMATCH"",""IP_PROXY"",""SYNTHETIC_ID_PATTERN"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",345,2026-02-06 17:06:21.846227-05:00
268,344,SENTINEL,367,MEDIUM,"IDENTITY_MISMATCH,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-9a8b86ac"",""score"":367,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",439,2026-02-06 15:03:45.449368-05:00
269,345,SENTINEL,89,LOW,,"{""requestId"":""sen-38c3005e"",""score"":89,""band"":""LOW"",""reasonCodes"":null,""modelVersion"":""sr-4.1""}",345,2026-02-06 14:16:39.519142-05:00
270,346,SENTINEL,575,MEDIUM,"IDENTITY_MISMATCH,VELOCITY_APPLICANT,ADDRESS_MISMATCH,DEVICE_REPUTATION","{""requestId"":""sen-d6fa7a0f"",""score"":575,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT"",""ADDRESS_MISMATCH"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.1""}",207,2026-02-06 13:26:47.382652-05:00
271,349,SENTINEL,382,MEDIUM,"IDENTITY_MISMATCH,PHONE_CARRIER_RISK","{""requestId"":""sen-b1a0e724"",""score"":382,""band"":""MEDIUM"",""reasonCodes"":[""IDENTITY_MISMATCH"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",766,2026-02-06 17:19:12.308875-05:00
272,350,SENTINEL,482,MEDIUM,"ADDRESS_MISMATCH,DEVICE_REPUTATION,EMAIL_AGE_LOW,PHONE_CARRIER_RISK","{""requestId"":""sen-4fd860d6"",""score"":482,""band"":""MEDIUM"",""reasonCodes"":[""ADDRESS_MISMATCH"",""DEVICE_REPUTATION"",""EMAIL_AGE_LOW"",""PHONE_CARRIER_RISK""],""modelVersion"":""sr-4.2""}",2506,2026-02-06 13:45:58.410496-05:00
273,352,SENTINEL,586,MEDIUM,"SYNTHETIC_ID_PATTERN,EMAIL_AGE_LOW","{""requestId"":""sen-8c475439"",""score"":586,""band"":""MEDIUM"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""EMAIL_AGE_LOW""],""modelVersion"":""sr-4.2""}",516,2026-02-06 17:46:00.446348-05:00
274,355,SENTINEL,2,LOW,IDENTITY_MISMATCH,"{""requestId"":""sen-66edc14e"",""score"":2,""band"":""LOW"",""reasonCodes"":[""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",286,2026-02-06 18:03:58.653391-05:00
275,356,SENTINEL,292,LOW,"EMAIL_AGE_LOW,VELOCITY_APPLICANT,IP_PROXY,SYNTHETIC_ID_PATTERN","{""requestId"":""sen-05253b00"",""score"":292,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""VELOCITY_APPLICANT"",""IP_PROXY"",""SYNTHETIC_ID_PATTERN""],""modelVersion"":""sr-4.2""}",2433,2026-02-06 15:36:10.833981-05:00
276,357,SENTINEL,473,MEDIUM,"DEVICE_REPUTATION,IP_PROXY,EMAIL_AGE_LOW,IDENTITY_MISMATCH","{""requestId"":""sen-a35cb4b1"",""score"":473,""band"":""MEDIUM"",""reasonCodes"":[""DEVICE_REPUTATION"",""IP_PROXY"",""EMAIL_AGE_LOW"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",1393,2026-02-06 14:53:34.237450-05:00
277,358,SENTINEL,659,HIGH,,"{""requestId"":""sen-41942e63"",""score"":659,""band"":""HIGH"",""reasonCodes"":null,""modelVersion"":""sr-4.2""}",229,2026-02-06 15:36:05.246675-05:00
278,359,SENTINEL,109,LOW,"VELOCITY_APPLICANT,IDENTITY_MISMATCH","{""requestId"":""sen-dfcba814"",""score"":109,""band"":""LOW"",""reasonCodes"":[""VELOCITY_APPLICANT"",""IDENTITY_MISMATCH""],""modelVersion"":""sr-4.1""}",4867,2026-02-06 17:11:41.392309-05:00
279,360,SENTINEL,334,LOW,"SYNTHETIC_ID_PATTERN,IP_PROXY,IDENTITY_MISMATCH,VELOCITY_APPLICANT","{""requestId"":""sen-7e0321c6"",""score"":334,""band"":""LOW"",""reasonCodes"":[""SYNTHETIC_ID_PATTERN"",""IP_PROXY"",""IDENTITY_MISMATCH"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",464,2026-02-06 18:21:50.131435-05:00
280,361,SENTINEL,303,LOW,"IP_PROXY,BANK_ACCOUNT_AGE,VELOCITY_APPLICANT","{""requestId"":""sen-1c3a9b78"",""score"":303,""band"":""LOW"",""reasonCodes"":[""IP_PROXY"",""BANK_ACCOUNT_AGE"",""VELOCITY_APPLICANT""],""modelVersion"":""sr-4.2""}",305,2026-02-06 16:12:35.500270-05:00
281,362,SENTINEL,546,MEDIUM,"IP_PROXY,SYNTHETIC_ID_PATTERN,ADDRESS_MISMATCH,BANK_ACCOUNT_AGE","{""requestId"":""sen-ba721529"",""score"":546,""band"":""MEDIUM"",""reasonCodes"":[""IP_PROXY"",""SYNTHETIC_ID_PATTERN"",""ADDRESS_MISMATCH"",""BANK_ACCOUNT_AGE""],""modelVersion"":""sr-4.2""}",337,2026-02-06 19:18:40.421553-05:00
282,363,SENTINEL,347,LOW,"EMAIL_AGE_LOW,IP_PROXY,BANK_ACCOUNT_AGE,DEVICE_REPUTATION","{""requestId"":""sen-58a98edb"",""score"":347,""band"":""LOW"",""reasonCodes"":[""EMAIL_AGE_LOW"",""IP_PROXY"",""BANK_ACCOUNT_AGE"",""DEVICE_REPUTATION""],""modelVersion"":""sr-4.2""}",312,2026-02-06 18:14:03.495375-05:00
