extraction_id,document_id,extractor,extractor_version,field_name,field_value,confidence,is_correct,raw_response,extracted_at
2660,484,OPTISCAN_V2,2.14.3,business_name,Cedar Metal Services LLC,0.9491,,"{""field"":""business_name"",""value"":""Cedar Metal Services LLC"",""confidence"":0.9491,""engine"":""optiscan_v2"",""page"":2,""bbox"":[294,401,60,664]}",2026-02-07 17:38:16.838779-05:00
2661,484,OPTISCAN_V2,2.14.3,ein,51-3052124,0.9649,,"{""field"":""ein"",""value"":""51-3052124"",""confidence"":0.9649,""engine"":""optiscan_v2"",""page"":2,""bbox"":[72,639,61,419]}",2026-02-07 17:38:23.270954-05:00
2662,484,OPTISCAN_V2,2.14.3,gross_receipts,1065565.20,0.9999,true,"{""field"":""gross_receipts"",""value"":""1065565.20"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":3,""bbox"":[339,380,307,577]}",2026-02-07 17:34:39.868626-05:00
2663,484,OPTISCAN_V2,2.14.3,net_income,566172.31,0.9474,true,"{""field"":""net_income"",""value"":""566172.31"",""confidence"":0.9474,""engine"":""optiscan_v2"",""page"":1,""bbox"":[270,113,205,681]}",2026-02-07 17:41:19.179521-05:00
2664,484,OPTISCAN_V2,2.14.3,tax_year,2023,0.9336,,"{""field"":""tax_year"",""value"":""2023"",""confidence"":0.9336,""engine"":""optiscan_v2"",""page"":2,""bbox"":[342,187,279,53]}",2026-02-07 17:39:58.770933-05:00
2665,485,OPTISCAN_V3,3.1.0,business_name,Lee Pharmacy Solutions Inc,0.9999,,"{""field"":""business_name"",""value"":""Lee Pharmacy Solutions Inc"",""confidence"":0.9999,""engine"":""optiscan_v3"",""page"":2,""bbox"":[363,482,276,559]}",2026-02-20 22:33:10.771705-05:00
2666,485,OPTISCAN_V3,3.1.0,ein,33-6799913,0.948,,"{""field"":""ein"",""value"":""33-6799913"",""confidence"":0.948,""engine"":""optiscan_v3"",""page"":2,""bbox"":[117,113,323,73]}",2026-02-20 22:28:19.095315-05:00
2667,485,OPTISCAN_V3,3.1.0,account_number,****4586,0.9152,,"{""field"":""account_number"",""value"":""****4586"",""confidence"":0.9152,""engine"":""optiscan_v3"",""page"":4,""bbox"":[87,481,397,673]}",2026-02-20 22:33:15.398493-05:00
2668,485,OPTISCAN_V3,3.1.0,statement_period_start,2025-12-01,0.9318,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9318,""engine"":""optiscan_v3"",""page"":4,""bbox"":[167,367,455,446]}",2026-02-20 22:30:52.342730-05:00
2669,485,OPTISCAN_V3,3.1.0,statement_period_end,2026-02-28,0.9436,true,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9436,""engine"":""optiscan_v3"",""page"":5,""bbox"":[57,369,373,206]}",2026-02-20 22:32:07.894218-05:00
2670,485,OPTISCAN_V3,3.1.0,ending_balance,142521.57,0.9322,true,"{""field"":""ending_balance"",""value"":""142521.57"",""confidence"":0.9322,""engine"":""optiscan_v3"",""page"":4,""bbox"":[206,674,247,35]}",2026-02-20 22:26:20.579823-05:00
2671,485,OPTISCAN_V3,3.1.0,total_deposits,340508.43,0.9668,,"{""field"":""total_deposits"",""value"":""340508.43"",""confidence"":0.9668,""engine"":""optiscan_v3"",""page"":1,""bbox"":[111,452,471,621]}",2026-02-20 22:32:01.063835-05:00
2672,485,OPTISCAN_V3,3.1.0,total_withdrawals,256314.83,0.95,true,"{""field"":""total_withdrawals"",""value"":""256314.83"",""confidence"":0.95,""engine"":""optiscan_v3"",""page"":5,""bbox"":[82,368,380,434]}",2026-02-20 22:22:40.044901-05:00
2673,485,OPTISCAN_V3,3.1.0,nsf_count,4,0.9637,,"{""field"":""nsf_count"",""value"":""4"",""confidence"":0.9637,""engine"":""optiscan_v3"",""page"":3,""bbox"":[183,687,90,127]}",2026-02-20 22:34:39.454947-05:00
2674,486,OPTISCAN_V2,2.14.3,business_name,Lee Pharmacy Solutions Inc,0.9681,true,"{""field"":""business_name"",""value"":""Lee Pharmacy Solutions Inc"",""confidence"":0.9681,""engine"":""optiscan_v2"",""page"":15,""bbox"":[20,290,403,224]}",2026-02-20 16:14:22.033183-05:00
2675,486,OPTISCAN_V2,2.14.3,ein,33-6799913,0.9721,,"{""field"":""ein"",""value"":""33-6799913"",""confidence"":0.9721,""engine"":""optiscan_v2"",""page"":21,""bbox"":[346,657,312,460]}",2026-02-20 16:20:02.445657-05:00
2676,486,OPTISCAN_V2,2.14.3,gross_receipts,234044.93,0.9266,,"{""field"":""gross_receipts"",""value"":""234044.93"",""confidence"":0.9266,""engine"":""optiscan_v2"",""page"":16,""bbox"":[186,520,496,449]}",2026-02-20 16:11:21.065031-05:00
2677,486,OPTISCAN_V2,2.14.3,net_income,592036.41,0.9777,,"{""field"":""net_income"",""value"":""592036.41"",""confidence"":0.9777,""engine"":""optiscan_v2"",""page"":2,""bbox"":[377,207,88,620]}",2026-02-20 16:10:52.502239-05:00
2678,486,OPTISCAN_V2,2.14.3,tax_year,2023,0.8987,,"{""field"":""tax_year"",""value"":""2023"",""confidence"":0.8987,""engine"":""optiscan_v2"",""page"":14,""bbox"":[90,44,475,667]}",2026-02-20 16:10:01.191345-05:00
2679,487,OPTISCAN_V2,2.14.3,business_name,Lee Pharmacy Solutions Inc,0.9723,,"{""field"":""business_name"",""value"":""Lee Pharmacy Solutions Inc"",""confidence"":0.9723,""engine"":""optiscan_v2"",""page"":13,""bbox"":[309,277,395,564]}",2026-02-19 16:43:33.462112-05:00
2680,487,OPTISCAN_V2,2.14.3,ein,36-3799913,0.9225,,"{""field"":""ein"",""value"":""36-3799913"",""confidence"":0.9225,""engine"":""optiscan_v2"",""page"":11,""bbox"":[155,196,210,510]}",2026-02-19 16:41:58.965352-05:00
2681,487,OPTISCAN_V2,2.14.3,account_number,****2706,0.9978,,"{""field"":""account_number"",""value"":""****2706"",""confidence"":0.9978,""engine"":""optiscan_v2"",""page"":3,""bbox"":[248,449,73,293]}",2026-02-19 16:47:15.973910-05:00
2682,487,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9955,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9955,""engine"":""optiscan_v2"",""page"":2,""bbox"":[219,38,188,712]}",2026-02-19 16:47:44.524766-05:00
2683,487,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9766,false,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9766,""engine"":""optiscan_v2"",""page"":10,""bbox"":[310,359,110,594]}",2026-02-19 16:46:11.652516-05:00
2684,487,OPTISCAN_V2,2.14.3,ending_balance,146166.14,0.9755,,"{""field"":""ending_balance"",""value"":""146166.14"",""confidence"":0.9755,""engine"":""optiscan_v2"",""page"":12,""bbox"":[27,414,255,136]}",2026-02-19 16:38:51.765577-05:00
2685,487,OPTISCAN_V2,2.14.3,total_deposits,245452.05,0.9999,,"{""field"":""total_deposits"",""value"":""245452.05"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":13,""bbox"":[235,294,74,124]}",2026-02-19 16:39:06.217686-05:00
2686,487,OPTISCAN_V2,2.14.3,total_withdrawals,314078.69,0.9999,,"{""field"":""total_withdrawals"",""value"":""314078.69"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":6,""bbox"":[230,293,282,205]}",2026-02-19 16:39:37.156630-05:00
2687,487,OPTISCAN_V2,2.14.3,nsf_count,0,0.9598,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9598,""engine"":""optiscan_v2"",""page"":1,""bbox"":[114,431,328,502]}",2026-02-19 16:50:07.350139-05:00
2688,488,OPTISCAN_V2,2.14.3,business_name,Cedar Salon Co,0.9645,,"{""field"":""business_name"",""value"":""Cedar Salon Co"",""confidence"":0.9645,""engine"":""optiscan_v2"",""page"":2,""bbox"":[267,474,186,123]}",2026-02-08 10:36:07.439281-05:00
2689,488,OPTISCAN_V2,2.14.3,ein,,0.9484,,"{""field"":""ein"",""value"":"""",""confidence"":0.9484,""engine"":""optiscan_v2"",""page"":1,""bbox"":[97,308,469,69]}",2026-02-08 10:26:57.259326-05:00
2690,488,OPTISCAN_V2,2.14.3,account_number,****7019,0.9439,,"{""field"":""account_number"",""value"":""****7019"",""confidence"":0.9439,""engine"":""optiscan_v2"",""page"":4,""bbox"":[244,463,492,290]}",2026-02-08 10:29:26.370516-05:00
2691,488,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.975,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.975,""engine"":""optiscan_v2"",""page"":5,""bbox"":[113,66,214,205]}",2026-02-08 10:26:33.388171-05:00
2692,488,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9149,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9149,""engine"":""optiscan_v2"",""page"":1,""bbox"":[61,353,420,320]}",2026-02-08 10:23:27.271105-05:00
2693,488,OPTISCAN_V2,2.14.3,ending_balance,189713.34,0.9341,true,"{""field"":""ending_balance"",""value"":""189713.34"",""confidence"":0.9341,""engine"":""optiscan_v2"",""page"":3,""bbox"":[28,224,91,590]}",2026-02-08 10:25:40.725159-05:00
2694,488,OPTISCAN_V2,2.14.3,total_deposits,228188.88,0.9059,true,"{""field"":""total_deposits"",""value"":""228188.88"",""confidence"":0.9059,""engine"":""optiscan_v2"",""page"":3,""bbox"":[257,629,463,180]}",2026-02-08 10:30:49.781066-05:00
2695,488,OPTISCAN_V2,2.14.3,total_withdrawals,281118.38,0.9765,,"{""field"":""total_withdrawals"",""value"":""281118.38"",""confidence"":0.9765,""engine"":""optiscan_v2"",""page"":5,""bbox"":[177,610,179,238]}",2026-02-08 10:28:54.507474-05:00
2696,488,OPTISCAN_V2,2.14.3,nsf_count,5,0.9771,true,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.9771,""engine"":""optiscan_v2"",""page"":5,""bbox"":[230,103,69,661]}",2026-02-08 10:23:01.133391-05:00
2697,490,OPTISCAN_V2,2.14.3,business_name,Cherryville Security LLC,0.9659,,"{""field"":""business_name"",""value"":""Cherryville Security LLC"",""confidence"":0.9659,""engine"":""optiscan_v2"",""page"":5,""bbox"":[110,98,372,662]}",2026-02-15 01:16:27.534429-05:00
2698,490,OPTISCAN_V2,2.14.3,ein,93-2059959,0.9376,true,"{""field"":""ein"",""value"":""93-2059959"",""confidence"":0.9376,""engine"":""optiscan_v2"",""page"":8,""bbox"":[142,164,223,214]}",2026-02-15 01:23:01.586672-05:00
2699,490,OPTISCAN_V2,2.14.3,account_number,****6268,0.9522,true,"{""field"":""account_number"",""value"":""****6268"",""confidence"":0.9522,""engine"":""optiscan_v2"",""page"":1,""bbox"":[169,374,466,48]}",2026-02-15 01:17:33.377551-05:00
2700,490,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9298,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9298,""engine"":""optiscan_v2"",""page"":8,""bbox"":[69,268,406,443]}",2026-02-15 01:21:19.983821-05:00
2701,490,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9792,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9792,""engine"":""optiscan_v2"",""page"":10,""bbox"":[47,65,88,634]}",2026-02-15 01:17:13.162976-05:00
2702,490,OPTISCAN_V2,2.14.3,ending_balance,131960.48,0.9038,,"{""field"":""ending_balance"",""value"":""131960.48"",""confidence"":0.9038,""engine"":""optiscan_v2"",""page"":3,""bbox"":[306,621,249,250]}",2026-02-15 01:18:47.410812-05:00
2703,490,OPTISCAN_V2,2.14.3,total_deposits,47859.40,0.9443,,"{""field"":""total_deposits"",""value"":""47859.40"",""confidence"":0.9443,""engine"":""optiscan_v2"",""page"":5,""bbox"":[59,314,177,237]}",2026-02-15 01:16:23.305004-05:00
2704,490,OPTISCAN_V2,2.14.3,total_withdrawals,165275.47,0.9504,,"{""field"":""total_withdrawals"",""value"":""165275.47"",""confidence"":0.9504,""engine"":""optiscan_v2"",""page"":9,""bbox"":[183,106,387,676]}",2026-02-15 01:24:54.560475-05:00
2705,490,OPTISCAN_V2,2.14.3,nsf_count,0,0.941,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.941,""engine"":""optiscan_v2"",""page"":6,""bbox"":[89,116,455,47]}",2026-02-15 01:17:36.603563-05:00
2706,492,OPTISCAN_V2,2.14.3,business_name,Cherryville Security LLC,0.9999,,"{""field"":""business_name"",""value"":""Cherryville Security LLC"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":3,""bbox"":[224,647,363,496]}",2026-02-14 02:22:37.297756-05:00
2707,492,OPTISCAN_V2,2.14.3,ein,93-2095959,0.9762,,"{""field"":""ein"",""value"":""93-2095959"",""confidence"":0.9762,""engine"":""optiscan_v2"",""page"":3,""bbox"":[311,87,366,395]}",2026-02-14 02:35:16.277668-05:00
2708,492,OPTISCAN_V2,2.14.3,account_number,****9039,0.9761,,"{""field"":""account_number"",""value"":""****9039"",""confidence"":0.9761,""engine"":""optiscan_v2"",""page"":2,""bbox"":[304,421,228,451]}",2026-02-14 02:27:49.344528-05:00
2709,492,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9822,false,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9822,""engine"":""optiscan_v2"",""page"":1,""bbox"":[335,377,258,245]}",2026-02-14 02:33:52.310089-05:00
2710,492,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.974,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.974,""engine"":""optiscan_v2"",""page"":2,""bbox"":[33,200,483,373]}",2026-02-14 02:36:34.339102-05:00
2711,492,OPTISCAN_V2,2.14.3,ending_balance,1088150.51,0.9999,,"{""field"":""ending_balance"",""value"":""1088150.51"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[347,677,181,163]}",2026-02-14 02:28:22.590325-05:00
2712,492,OPTISCAN_V2,2.14.3,total_deposits,117398.76,0.9999,,"{""field"":""total_deposits"",""value"":""117398.76"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":1,""bbox"":[110,249,192,461]}",2026-02-14 02:36:26.127234-05:00
2713,492,OPTISCAN_V2,2.14.3,total_withdrawals,240719.53,0.9611,,"{""field"":""total_withdrawals"",""value"":""240719.53"",""confidence"":0.9611,""engine"":""optiscan_v2"",""page"":2,""bbox"":[168,369,173,398]}",2026-02-14 02:28:07.751622-05:00
2714,492,OPTISCAN_V2,2.14.3,nsf_count,5,0.9771,,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.9771,""engine"":""optiscan_v2"",""page"":2,""bbox"":[183,226,208,482]}",2026-02-14 02:32:35.707749-05:00
2715,494,OPTISCAN_V3,3.1.0,business_name,Randolph Salon Inc,0.9327,,"{""field"":""business_name"",""value"":""Randolph Salon Inc"",""confidence"":0.9327,""engine"":""optiscan_v3"",""page"":4,""bbox"":[259,451,463,588]}",2026-02-11 16:06:52.779089-05:00
2716,494,OPTISCAN_V3,3.1.0,ein,EIN 98-0923872,0.9508,,"{""field"":""ein"",""value"":""EIN 98-0923872"",""confidence"":0.9508,""engine"":""optiscan_v3"",""page"":1,""bbox"":[113,590,83,212]}",2026-02-11 16:05:10.661651-05:00
2717,494,OPTISCAN_V3,3.1.0,account_number,****2905,0.9257,,"{""field"":""account_number"",""value"":""****2905"",""confidence"":0.9257,""engine"":""optiscan_v3"",""page"":2,""bbox"":[306,144,367,320]}",2026-02-11 16:07:40.015053-05:00
2718,494,OPTISCAN_V3,3.1.0,statement_period_start,2026-01-01,0.995,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.995,""engine"":""optiscan_v3"",""page"":4,""bbox"":[107,59,97,628]}",2026-02-11 16:09:59.510445-05:00
2719,494,OPTISCAN_V3,3.1.0,statement_period_end,2026-01-28,0.9689,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9689,""engine"":""optiscan_v3"",""page"":2,""bbox"":[117,318,309,318]}",2026-02-11 16:17:47.784288-05:00
2720,494,OPTISCAN_V3,3.1.0,ending_balance,57608.40,0.9921,,"{""field"":""ending_balance"",""value"":""57608.40"",""confidence"":0.9921,""engine"":""optiscan_v3"",""page"":2,""bbox"":[220,299,384,571]}",2026-02-11 16:05:47.706691-05:00
2721,494,OPTISCAN_V3,3.1.0,total_deposits,171265.02,0.9529,,"{""field"":""total_deposits"",""value"":""171265.02"",""confidence"":0.9529,""engine"":""optiscan_v3"",""page"":2,""bbox"":[144,522,64,35]}",2026-02-11 16:04:57.126395-05:00
2722,494,OPTISCAN_V3,3.1.0,total_withdrawals,123210.92,0.9296,true,"{""field"":""total_withdrawals"",""value"":""123210.92"",""confidence"":0.9296,""engine"":""optiscan_v3"",""page"":2,""bbox"":[329,646,305,246]}",2026-02-11 16:04:36.519551-05:00
2723,494,OPTISCAN_V3,3.1.0,nsf_count,6,0.9234,,"{""field"":""nsf_count"",""value"":""6"",""confidence"":0.9234,""engine"":""optiscan_v3"",""page"":3,""bbox"":[307,145,68,617]}",2026-02-11 16:13:26.927333-05:00
2724,496,OPTISCAN_V3,3.1.0,business_name,Randolph Salon Inc,0.9974,,"{""field"":""business_name"",""value"":""Randolph Salon Inc"",""confidence"":0.9974,""engine"":""optiscan_v3"",""page"":15,""bbox"":[309,104,127,471]}",2026-02-11 12:37:21.698998-05:00
2725,496,OPTISCAN_V3,3.1.0,ein,EIN 98-0923872,0.9621,true,"{""field"":""ein"",""value"":""EIN 98-0923872"",""confidence"":0.9621,""engine"":""optiscan_v3"",""page"":5,""bbox"":[325,185,84,104]}",2026-02-11 12:34:26.145065-05:00
2726,496,OPTISCAN_V3,3.1.0,gross_receipts,2989260.54,0.9194,true,"{""field"":""gross_receipts"",""value"":""2989260.54"",""confidence"":0.9194,""engine"":""optiscan_v3"",""page"":24,""bbox"":[376,240,220,656]}",2026-02-11 12:35:01.492364-05:00
2727,496,OPTISCAN_V3,3.1.0,net_income,505686.86,0.972,,"{""field"":""net_income"",""value"":""505686.86"",""confidence"":0.972,""engine"":""optiscan_v3"",""page"":23,""bbox"":[326,501,333,53]}",2026-02-11 12:35:38.152820-05:00
2728,496,OPTISCAN_V3,3.1.0,tax_year,2023,0.9487,,"{""field"":""tax_year"",""value"":""2023"",""confidence"":0.9487,""engine"":""optiscan_v3"",""page"":14,""bbox"":[163,545,477,236]}",2026-02-11 12:35:20.725088-05:00
2729,498,OPTISCAN_V2,2.14.3,business_name,Granite Roasters Inc,0.904,,"{""field"":""business_name"",""value"":""Granite Roasters Inc"",""confidence"":0.904,""engine"":""optiscan_v2"",""page"":9,""bbox"":[320,229,399,57]}",2026-03-07 21:35:07.297623-05:00
2730,498,OPTISCAN_V2,2.14.3,ein,,0.9795,,"{""field"":""ein"",""value"":"""",""confidence"":0.9795,""engine"":""optiscan_v2"",""page"":10,""bbox"":[136,525,237,536]}",2026-03-07 21:23:58.461914-05:00
2731,498,OPTISCAN_V2,2.14.3,account_number,****6218,0.9668,,"{""field"":""account_number"",""value"":""****6218"",""confidence"":0.9668,""engine"":""optiscan_v2"",""page"":4,""bbox"":[300,417,132,717]}",2026-03-07 21:31:16.823519-05:00
2732,498,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9999,true,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":3,""bbox"":[326,91,407,146]}",2026-03-07 21:31:33.852264-05:00
2733,498,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9793,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9793,""engine"":""optiscan_v2"",""page"":5,""bbox"":[113,408,281,129]}",2026-03-07 21:32:14.446115-05:00
2734,498,OPTISCAN_V2,2.14.3,ending_balance,83871.56,0.9825,,"{""field"":""ending_balance"",""value"":""83871.56"",""confidence"":0.9825,""engine"":""optiscan_v2"",""page"":5,""bbox"":[142,299,484,64]}",2026-03-07 21:28:28.586932-05:00
2735,498,OPTISCAN_V2,2.14.3,total_deposits,40497.48,0.9276,true,"{""field"":""total_deposits"",""value"":""40497.48"",""confidence"":0.9276,""engine"":""optiscan_v2"",""page"":6,""bbox"":[390,246,333,489]}",2026-03-07 21:30:35.329746-05:00
2736,498,OPTISCAN_V2,2.14.3,total_withdrawals,351857.18,0.9352,,"{""field"":""total_withdrawals"",""value"":""351857.18"",""confidence"":0.9352,""engine"":""optiscan_v2"",""page"":7,""bbox"":[185,294,284,352]}",2026-03-07 21:31:40.059687-05:00
2737,498,OPTISCAN_V2,2.14.3,nsf_count,2,0.9582,true,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9582,""engine"":""optiscan_v2"",""page"":1,""bbox"":[40,341,343,263]}",2026-03-07 21:32:56.543680-05:00
2738,501,AI_SERVICE,0.4.1,business_name,Concord Enterprises LLC,0.9772,true,"{""field"":""business_name"",""value"":""Concord Enterprises LLC"",""confidence"":0.9772,""engine"":""ai_service"",""page"":5,""bbox"":[196,210,450,367]}",2026-02-11 10:27:09.103369-05:00
2739,501,AI_SERVICE,0.4.1,ein,86-4931128,0.9796,true,"{""field"":""ein"",""value"":""86-4931128"",""confidence"":0.9796,""engine"":""ai_service"",""page"":1,""bbox"":[339,622,372,395]}",2026-02-11 10:38:37.322313-05:00
2740,501,AI_SERVICE,0.4.1,account_number,****7661,0.9385,true,"{""field"":""account_number"",""value"":""****7661"",""confidence"":0.9385,""engine"":""ai_service"",""page"":11,""bbox"":[32,584,197,300]}",2026-02-11 10:30:44.891992-05:00
2741,501,AI_SERVICE,0.4.1,statement_period_start,2026-01-01,0.9408,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9408,""engine"":""ai_service"",""page"":4,""bbox"":[325,410,297,404]}",2026-02-11 10:34:28.078670-05:00
2742,501,AI_SERVICE,0.4.1,statement_period_end,2026-01-28,0.936,true,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.936,""engine"":""ai_service"",""page"":12,""bbox"":[218,387,230,159]}",2026-02-11 10:35:32.665082-05:00
2743,501,AI_SERVICE,0.4.1,ending_balance,68948.02,0.9305,,"{""field"":""ending_balance"",""value"":""68948.02"",""confidence"":0.9305,""engine"":""ai_service"",""page"":8,""bbox"":[264,177,126,592]}",2026-02-11 10:32:16.256808-05:00
2744,501,AI_SERVICE,0.4.1,total_deposits,255121.88,0.9624,true,"{""field"":""total_deposits"",""value"":""255121.88"",""confidence"":0.9624,""engine"":""ai_service"",""page"":1,""bbox"":[37,29,444,533]}",2026-02-11 10:26:57.077478-05:00
2745,501,AI_SERVICE,0.4.1,total_withdrawals,46993.17,0.9701,,"{""field"":""total_withdrawals"",""value"":""46993.17"",""confidence"":0.9701,""engine"":""ai_service"",""page"":14,""bbox"":[46,230,83,585]}",2026-02-11 10:39:28.165075-05:00
2746,501,AI_SERVICE,0.4.1,nsf_count,5,0.934,,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.934,""engine"":""ai_service"",""page"":7,""bbox"":[400,512,322,48]}",2026-02-11 10:32:43.442266-05:00
2747,503,OPTISCAN_V2,2.14.3,business_name,Lantern Roofing Solutions Inc,0.9999,,"{""field"":""business_name"",""value"":""Lantern Roofing Solutions Inc"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":1,""bbox"":[282,599,93,184]}",2026-02-17 08:04:04.890628-05:00
2748,503,OPTISCAN_V2,2.14.3,ein,73-1247946,0.9642,,"{""field"":""ein"",""value"":""73-1247946"",""confidence"":0.9642,""engine"":""optiscan_v2"",""page"":2,""bbox"":[64,108,154,282]}",2026-02-17 08:04:27.292586-05:00
2749,503,OPTISCAN_V2,2.14.3,account_number,****3375,0.9534,,"{""field"":""account_number"",""value"":""****3375"",""confidence"":0.9534,""engine"":""optiscan_v2"",""page"":4,""bbox"":[123,46,108,620]}",2026-02-17 08:00:21.858944-05:00
2750,503,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.9636,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.9636,""engine"":""optiscan_v2"",""page"":7,""bbox"":[128,646,82,645]}",2026-02-17 08:04:40.574524-05:00
2751,503,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9722,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9722,""engine"":""optiscan_v2"",""page"":2,""bbox"":[89,388,134,467]}",2026-02-17 08:04:19.755456-05:00
2752,503,OPTISCAN_V2,2.14.3,ending_balance,84813.70,0.9664,,"{""field"":""ending_balance"",""value"":""84813.70"",""confidence"":0.9664,""engine"":""optiscan_v2"",""page"":4,""bbox"":[290,479,91,337]}",2026-02-17 08:09:53.563057-05:00
2753,503,OPTISCAN_V2,2.14.3,total_deposits,280612.47,0.9357,,"{""field"":""total_deposits"",""value"":""280612.47"",""confidence"":0.9357,""engine"":""optiscan_v2"",""page"":7,""bbox"":[253,598,429,715]}",2026-02-17 08:00:31.141980-05:00
2754,503,OPTISCAN_V2,2.14.3,total_withdrawals,72169.11,0.9499,,"{""field"":""total_withdrawals"",""value"":""72169.11"",""confidence"":0.9499,""engine"":""optiscan_v2"",""page"":9,""bbox"":[382,109,207,646]}",2026-02-17 08:05:08.929002-05:00
2755,503,OPTISCAN_V2,2.14.3,nsf_count,5,0.9697,true,"{""field"":""nsf_count"",""value"":""5"",""confidence"":0.9697,""engine"":""optiscan_v2"",""page"":8,""bbox"":[330,586,488,643]}",2026-02-17 08:11:02.455280-05:00
2756,504,OPTISCAN_V2,2.14.3,business_name,Lantern Roofing Solutions Inc,0.9272,,"{""field"":""business_name"",""value"":""Lantern Roofing Solutions Inc"",""confidence"":0.9272,""engine"":""optiscan_v2"",""page"":10,""bbox"":[172,318,367,687]}",2026-02-19 14:02:34.398825-05:00
2757,504,OPTISCAN_V2,2.14.3,ein,73-1247946,0.9355,,"{""field"":""ein"",""value"":""73-1247946"",""confidence"":0.9355,""engine"":""optiscan_v2"",""page"":9,""bbox"":[50,397,441,331]}",2026-02-19 14:05:39.289937-05:00
2758,504,OPTISCAN_V2,2.14.3,account_number,****5537,0.955,,"{""field"":""account_number"",""value"":""****5537"",""confidence"":0.955,""engine"":""optiscan_v2"",""page"":11,""bbox"":[293,471,379,38]}",2026-02-19 14:07:22.277703-05:00
2759,504,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9244,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9244,""engine"":""optiscan_v2"",""page"":11,""bbox"":[22,360,320,329]}",2026-02-19 14:03:04.892952-05:00
2760,504,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9163,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9163,""engine"":""optiscan_v2"",""page"":14,""bbox"":[43,369,248,571]}",2026-02-19 13:58:31.194100-05:00
2761,504,OPTISCAN_V2,2.14.3,ending_balance,97873.23,0.9841,true,"{""field"":""ending_balance"",""value"":""97873.23"",""confidence"":0.9841,""engine"":""optiscan_v2"",""page"":4,""bbox"":[355,177,181,163]}",2026-02-19 14:05:03.166882-05:00
2762,504,OPTISCAN_V2,2.14.3,total_deposits,168542.85,0.9121,,"{""field"":""total_deposits"",""value"":""168542.85"",""confidence"":0.9121,""engine"":""optiscan_v2"",""page"":6,""bbox"":[81,447,202,513]}",2026-02-19 13:58:04.303038-05:00
2763,504,OPTISCAN_V2,2.14.3,total_withdrawals,323740.08,0.9539,,"{""field"":""total_withdrawals"",""value"":""323740.08"",""confidence"":0.9539,""engine"":""optiscan_v2"",""page"":8,""bbox"":[222,521,151,110]}",2026-02-19 14:05:12.974006-05:00
