event_id,application_id,event_type,from_status,to_status,actor_type,actor_id,occurred_at,recorded_at,detail
5220,758,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 18:27:56.782521-05:00,2026-02-13 18:27:56.880521-05:00,Standard package for EQUIPMENT
5221,778,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 18:28:13.838092-05:00,2026-02-13 18:28:13.956092-05:00,Standard package for TERM_LOAN
5222,390,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 18:28:33.376714-05:00,2026-02-13 18:28:33.806714-05:00,
5223,288,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-13 18:28:36.375868-05:00,2026-02-13 18:28:36.703868-05:00,
5224,253,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,a.castellanos,2026-02-13 18:29:04.714782-05:00,2026-02-13 18:29:05.007782-05:00,
5225,468,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 18:31:19.763927-05:00,2026-02-13 18:31:20.271927-05:00,
5226,244,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,t.rivas,2026-02-13 18:36:15.987420-05:00,2026-02-13 18:36:16.271420-05:00,
5227,193,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 18:36:25.900143-05:00,2026-02-13 18:36:26.133143-05:00,
5228,768,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 18:40:14.202726-05:00,2026-02-13 18:40:14.310726-05:00,Standard package for TERM_LOAN
5229,780,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-13 18:43:31.808538-05:00,2026-02-13 18:43:31.928538-05:00,
5230,779,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 18:44:51.564292-05:00,2026-02-13 18:44:51.683292-05:00,Standard package for SBA_7A
5231,553,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,k.abernathy,2026-02-13 18:49:42.896298-05:00,2026-02-13 18:49:43.489298-05:00,
5232,50,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,s.whitfield,2026-02-13 18:52:09.668696-05:00,2026-02-13 18:52:09.758696-05:00,
5233,781,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-13 18:53:33.123566-05:00,2026-02-13 18:53:33.244566-05:00,
5234,14,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-02-13 18:53:40.482660-05:00,2026-02-13 18:53:40.536660-05:00,
5235,469,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-02-13 18:54:50.169632-05:00,2026-02-13 18:54:50.678632-05:00,
5236,587,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,renee.blackwell,2026-02-13 18:56:56.142920-05:00,2026-02-13 18:56:56.769920-05:00,
5237,756,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 18:58:08.936654-05:00,2026-02-13 18:58:09.032654-05:00,Standard package for LOC
5238,551,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-13 18:59:45.961564-05:00,2026-02-13 18:59:46.552564-05:00,
5239,221,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,m.okonkwo,2026-02-13 19:00:28.539120-05:00,2026-02-13 19:00:28.800120-05:00,
5240,14,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-02-13 19:06:30.746436-05:00,2026-02-13 19:06:30.800436-05:00,
5241,221,REVIEW_OPENED,,,UNDERWRITER,m.okonkwo,2026-02-13 19:11:30.425508-05:00,2026-02-13 19:11:30.686508-05:00,
5242,50,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-13 19:12:37.550754-05:00,2026-02-13 19:12:37.640754-05:00,
5243,212,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-13 19:14:28.604576-05:00,2026-02-13 19:14:28.856576-05:00,
5244,551,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-13 19:19:56.489723-05:00,2026-02-13 19:19:57.080723-05:00,
5245,221,REVIEW_CLOSED,,,UNDERWRITER,m.okonkwo,2026-02-13 19:22:45.632144-05:00,2026-02-13 19:22:45.893144-05:00,
5246,253,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-13 19:23:31.512819-05:00,2026-02-13 19:23:31.805819-05:00,
5247,393,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 19:27:11.016074-05:00,2026-02-13 19:27:11.449074-05:00,
5248,587,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-13 19:28:24.448676-05:00,2026-02-13 19:28:25.075676-05:00,
5249,759,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 19:29:04.774101-05:00,2026-02-13 19:29:04.873101-05:00,Standard package for LOC
5250,776,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 19:31:13.617532-05:00,2026-02-13 19:31:13.733532-05:00,Standard package for LOC
5251,385,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,l.nakamura,2026-02-13 19:34:53.690505-05:00,2026-02-13 19:34:54.115505-05:00,
5252,515,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,a.castellanos,2026-02-13 19:36:09.174326-05:00,2026-02-13 19:36:09.729326-05:00,
5253,781,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 19:38:37.525065-05:00,2026-02-13 19:38:37.646065-05:00,Standard package for TERM_LOAN
5254,84,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-02-13 19:40:56.505758-05:00,2026-02-13 19:40:56.629758-05:00,
5255,553,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-13 19:42:17.240671-05:00,2026-02-13 19:42:17.833671-05:00,
5256,782,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-13 19:43:02.800770-05:00,2026-02-13 19:43:02.922770-05:00,
5257,515,REVIEW_OPENED,,,UNDERWRITER,a.castellanos,2026-02-13 19:46:18.088061-05:00,2026-02-13 19:46:18.643061-05:00,
5258,590,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-02-13 19:48:48.601431-05:00,2026-02-13 19:48:49.231431-05:00,
5259,212,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-13 19:50:31.302106-05:00,2026-02-13 19:50:31.554106-05:00,
5260,221,REVIEW_OPENED,,,UNDERWRITER,m.okonkwo,2026-02-13 19:52:00.779984-05:00,2026-02-13 19:52:01.040984-05:00,
5261,84,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-02-13 19:57:59.873368-05:00,2026-02-13 19:57:59.997368-05:00,
5262,590,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-13 19:58:32.801027-05:00,2026-02-13 19:58:33.431027-05:00,
5263,212,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-13 20:07:49.737999-05:00,2026-02-13 20:07:49.989999-05:00,
5264,590,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-13 20:10:26.283260-05:00,2026-02-13 20:10:26.913260-05:00,
5265,597,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,m.okonkwo,2026-02-13 20:12:45.603714-05:00,2026-02-13 20:12:46.240714-05:00,
5266,193,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,m.okonkwo,2026-02-13 20:17:11.469947-05:00,2026-02-13 20:17:11.702947-05:00,
5267,21,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-13 20:22:04.182221-05:00,2026-02-13 20:22:04.243221-05:00,
5268,590,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-13 20:22:45.290218-05:00,2026-02-13 20:22:45.920218-05:00,
5269,221,REVIEW_CLOSED,,,UNDERWRITER,m.okonkwo,2026-02-13 20:29:34.848789-05:00,2026-02-13 20:29:35.109789-05:00,
5270,21,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-13 20:35:07.818014-05:00,2026-02-13 20:35:07.879014-05:00,
5271,783,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-13 20:35:50.179717-05:00,2026-02-13 20:35:50.302717-05:00,
5272,153,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 20:36:43.154570-05:00,2026-02-13 20:36:43.347570-05:00,
5273,763,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 20:39:15.918138-05:00,2026-02-13 20:39:16.021138-05:00,Standard package for EQUIPMENT
5274,755,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 20:42:26.652075-05:00,2026-02-13 20:42:26.747075-05:00,Standard package for LOC
5275,515,REVIEW_CLOSED,,,UNDERWRITER,a.castellanos,2026-02-13 20:48:19.750101-05:00,2026-02-13 20:48:20.305101-05:00,
5276,221,REVIEW_OPENED,,,UNDERWRITER,m.okonkwo,2026-02-13 20:48:31.230516-05:00,2026-02-13 20:48:31.491516-05:00,
5277,244,REVIEW_OPENED,,,UNDERWRITER,t.rivas,2026-02-13 20:48:34.674077-05:00,2026-02-13 20:48:34.958077-05:00,
5278,691,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 20:54:03.298426-05:00,2026-02-13 20:54:04.029426-05:00,
5279,400,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-13 20:54:36.193664-05:00,2026-02-13 20:54:36.633664-05:00,
5280,590,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-13 20:55:29.367193-05:00,2026-02-13 20:55:29.997193-05:00,
5281,461,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 21:01:03.759164-05:00,2026-02-13 21:01:04.260164-05:00,
5282,385,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-13 21:05:34.055791-05:00,2026-02-13 21:05:34.480791-05:00,
5283,244,REVIEW_CLOSED,,,UNDERWRITER,t.rivas,2026-02-13 21:06:21.069411-05:00,2026-02-13 21:06:21.353411-05:00,
5284,221,REVIEW_CLOSED,,,UNDERWRITER,m.okonkwo,2026-02-13 21:09:06.482332-05:00,2026-02-13 21:09:06.743332-05:00,
5285,482,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,j.beaumont,2026-02-13 21:09:59.006343-05:00,2026-02-13 21:09:59.528343-05:00,
5286,482,REVIEW_OPENED,,,UNDERWRITER,j.beaumont,2026-02-13 21:09:59.006343-05:00,2026-02-13 21:09:59.528343-05:00,
5287,405,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 21:11:02.179467-05:00,2026-02-13 21:11:02.624467-05:00,
5288,400,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-13 21:11:18.460651-05:00,2026-02-13 21:11:18.900651-05:00,
5289,919,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 21:12:13.939404-05:00,2026-02-13 21:12:14.198404-05:00,
5290,385,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-13 21:14:35.768833-05:00,2026-02-13 21:14:36.193833-05:00,
5291,515,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,a.castellanos,2026-02-13 21:17:04.872355-05:00,2026-02-13 21:17:05.427355-05:00,Requested explanation of large deposit
5292,181,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-13 21:18:02.730332-05:00,2026-02-13 21:18:02.951332-05:00,
5293,780,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 21:25:50.692018-05:00,2026-02-13 21:25:50.812018-05:00,Standard package for EQUIPMENT
5294,590,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,j.beaumont,2026-02-13 21:26:24.729015-05:00,2026-02-13 21:26:25.359015-05:00,Need proof of ownership for second member
5295,482,REVIEW_CLOSED,,,UNDERWRITER,j.beaumont,2026-02-13 21:26:34.866164-05:00,2026-02-13 21:26:35.388164-05:00,
5296,181,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-13 21:31:45.672348-05:00,2026-02-13 21:31:45.893348-05:00,
5297,193,REVIEW_OPENED,,,UNDERWRITER,m.okonkwo,2026-02-13 21:37:42.233265-05:00,2026-02-13 21:37:42.466265-05:00,
5298,654,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 21:46:13.079908-05:00,2026-02-13 21:46:13.773908-05:00,
5299,193,REVIEW_CLOSED,,,UNDERWRITER,m.okonkwo,2026-02-13 21:51:27.140436-05:00,2026-02-13 21:51:27.373436-05:00,
5300,482,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,j.beaumont,2026-02-13 21:51:34.866164-05:00,2026-02-13 21:51:35.388164-05:00,Missing month 3 bank statement
5301,117,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 21:54:17.615640-05:00,2026-02-13 21:54:17.772640-05:00,
5302,221,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,m.okonkwo,2026-02-13 21:58:02.913987-05:00,2026-02-13 21:58:03.174987-05:00,Need signed 4506-C
5303,384,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 21:58:27.156022-05:00,2026-02-13 21:58:27.580022-05:00,
5304,1124,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 22:04:27.430921-05:00,2026-02-13 22:04:27.894921-05:00,
5305,415,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-02-13 22:07:10.229426-05:00,2026-02-13 22:07:10.684426-05:00,
5306,963,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 22:08:47.725138-05:00,2026-02-13 22:08:48.028138-05:00,
5307,677,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 22:10:42.239508-05:00,2026-02-13 22:10:42.956508-05:00,
5308,804,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 22:10:48.946526-05:00,2026-02-13 22:10:49.090526-05:00,
5309,774,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 22:16:35.860354-05:00,2026-02-13 22:16:35.974354-05:00,Standard package for EQUIPMENT
5310,591,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,l.nakamura,2026-02-13 22:24:15.693266-05:00,2026-02-13 22:24:16.324266-05:00,
5311,205,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 22:25:45.713153-05:00,2026-02-13 22:25:45.958153-05:00,
5312,876,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 22:26:47.048538-05:00,2026-02-13 22:26:47.264538-05:00,
5313,397,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,l.nakamura,2026-02-13 22:28:14.511620-05:00,2026-02-13 22:28:14.948620-05:00,
5314,84,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,a.castellanos,2026-02-13 22:28:18.990612-05:00,2026-02-13 22:28:19.114612-05:00,Requested explanation of large deposit
5315,219,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-13 22:30:28.446168-05:00,2026-02-13 22:30:28.705168-05:00,
5316,390,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-13 22:32:29.613913-05:00,2026-02-13 22:32:30.043913-05:00,
5317,1011,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 22:34:02.494629-05:00,2026-02-13 22:34:02.845629-05:00,
5318,117,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-13 22:45:52.212352-05:00,2026-02-13 22:45:52.369352-05:00,
5319,790,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 22:46:17.839918-05:00,2026-02-13 22:46:17.969918-05:00,
5320,591,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-13 22:46:36.030644-05:00,2026-02-13 22:46:36.661644-05:00,
5321,279,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 22:50:28.132782-05:00,2026-02-13 22:50:28.451782-05:00,
5322,219,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-13 22:51:17.241526-05:00,2026-02-13 22:51:17.500526-05:00,
5323,591,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-13 23:03:13.424020-05:00,2026-02-13 23:03:14.055020-05:00,
5324,397,REVIEW_OPENED,,,UNDERWRITER,l.nakamura,2026-02-13 23:15:13.389026-05:00,2026-02-13 23:15:13.826026-05:00,
5325,509,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-13 23:15:41.706735-05:00,2026-02-13 23:15:42.255735-05:00,
5326,784,SUBMITTED,DRAFT,SUBMITTED,APPLICANT,portal,2026-02-13 23:16:51.993348-05:00,2026-02-13 23:16:52.117348-05:00,
5327,279,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-02-13 23:17:44.133075-05:00,2026-02-13 23:17:44.452075-05:00,
5328,90,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,renee.blackwell,2026-02-13 23:18:37.274332-05:00,2026-02-13 23:18:37.404332-05:00,
5329,393,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,t.rivas,2026-02-13 23:21:23.085265-05:00,2026-02-13 23:21:23.518265-05:00,
5330,461,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-02-13 23:22:04.211677-05:00,2026-02-13 23:22:04.712677-05:00,
5331,21,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,c.obrien,2026-02-13 23:22:07.349290-05:00,2026-02-13 23:22:07.410290-05:00,
5332,244,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,t.rivas,2026-02-13 23:29:17.819516-05:00,2026-02-13 23:29:18.103516-05:00,Need most recent business tax return
5333,181,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-13 23:31:09.599643-05:00,2026-02-13 23:31:09.820643-05:00,
5334,551,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,c.obrien,2026-02-13 23:35:46.866188-05:00,2026-02-13 23:35:47.457188-05:00,
5335,397,REVIEW_CLOSED,,,UNDERWRITER,l.nakamura,2026-02-13 23:36:40.861695-05:00,2026-02-13 23:36:41.298695-05:00,
5336,782,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-13 23:40:24.019436-05:00,2026-02-13 23:40:24.141436-05:00,Standard package for EQUIPMENT
5337,90,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-13 23:41:50.185332-05:00,2026-02-13 23:41:50.315332-05:00,
5338,181,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-13 23:43:18.333371-05:00,2026-02-13 23:43:18.554371-05:00,
5339,385,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,l.nakamura,2026-02-13 23:45:02.258020-05:00,2026-02-13 23:45:02.683020-05:00,
5340,461,REVIEW_OPENED,,,UNDERWRITER,c.obrien,2026-02-13 23:52:01.843343-05:00,2026-02-13 23:52:02.344343-05:00,
5341,802,CREATED,,DRAFT,APPLICANT,portal,2026-02-13 23:52:14.482429-05:00,2026-02-13 23:52:14.624429-05:00,
5342,551,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-13 23:52:31.775566-05:00,2026-02-13 23:52:32.366566-05:00,
5343,546,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,renee.blackwell,2026-02-13 23:55:48.388215-05:00,2026-02-13 23:55:48.974215-05:00,
5344,461,REVIEW_CLOSED,,,UNDERWRITER,c.obrien,2026-02-14 00:02:48.206017-05:00,2026-02-14 00:02:48.707017-05:00,
5345,293,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 00:03:09.077074-05:00,2026-02-14 00:03:09.410074-05:00,
5346,415,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-02-14 00:03:49.132709-05:00,2026-02-14 00:03:49.587709-05:00,
5347,115,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,m.okonkwo,2026-02-14 00:05:45.013771-05:00,2026-02-14 00:05:45.168771-05:00,
5348,530,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,d.pham,2026-02-14 00:06:00.381208-05:00,2026-02-14 00:06:00.951208-05:00,
5349,591,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,l.nakamura,2026-02-14 00:07:09.455799-05:00,2026-02-14 00:07:10.086799-05:00,Statement is for the wrong account
5350,415,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-02-14 00:10:38.674737-05:00,2026-02-14 00:10:39.129737-05:00,
5351,385,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-14 00:11:04.616359-05:00,2026-02-14 00:11:05.041359-05:00,
5352,21,APPROVED,DECISIONED,APPROVED,SYSTEM,underwriting-service,2026-02-14 00:15:33.070932-05:00,2026-02-14 00:15:33.131932-05:00,
5353,469,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-02-14 00:20:18.372249-05:00,2026-02-14 00:20:18.881249-05:00,
5354,159,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 00:21:47.115745-05:00,2026-02-14 00:21:47.314745-05:00,
5355,279,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-14 00:24:39.332390-05:00,2026-02-14 00:24:39.651390-05:00,
5356,663,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,t.rivas,2026-02-14 00:32:02.258967-05:00,2026-02-14 00:32:02.961967-05:00,
5357,269,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,p.deshmukh,2026-02-14 00:43:08.820337-05:00,2026-02-14 00:43:09.129337-05:00,
5358,279,REVIEW_CLOSED,,,UNDERWRITER,s.whitfield,2026-02-14 00:51:28.973121-05:00,2026-02-14 00:51:29.292121-05:00,
5359,461,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,c.obrien,2026-02-14 00:53:33.018797-05:00,2026-02-14 00:53:33.519797-05:00,Need most recent business tax return
5360,172,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,c.obrien,2026-02-14 00:54:31.863080-05:00,2026-02-14 00:54:32.075080-05:00,
5361,784,DOCS_REQUESTED,SUBMITTED,DOCS_REQUESTED,SYSTEM,intake-worker,2026-02-14 00:58:30.886781-05:00,2026-02-14 00:58:31.010781-05:00,Standard package for LOC
5362,530,REVIEW_OPENED,,,UNDERWRITER,d.pham,2026-02-14 00:59:04.251511-05:00,2026-02-14 00:59:04.821511-05:00,
5363,560,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,k.abernathy,2026-02-14 00:59:47.797348-05:00,2026-02-14 00:59:48.397348-05:00,
5364,93,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 01:01:56.538041-05:00,2026-02-14 01:01:56.671041-05:00,
5365,117,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-14 01:04:16.813034-05:00,2026-02-14 01:04:16.970034-05:00,
5366,16,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 01:04:54.938575-05:00,2026-02-14 01:04:54.994575-05:00,
5367,102,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 01:05:35.153826-05:00,2026-02-14 01:05:35.295826-05:00,
5368,269,REVIEW_OPENED,,,UNDERWRITER,p.deshmukh,2026-02-14 01:07:23.061977-05:00,2026-02-14 01:07:23.370977-05:00,
5369,328,DECISIONED,IN_REVIEW,DECISIONED,UNDERWRITER,t.rivas,2026-02-14 01:07:23.147953-05:00,2026-02-14 01:07:23.515953-05:00,
5370,530,REVIEW_CLOSED,,,UNDERWRITER,d.pham,2026-02-14 01:07:27.038104-05:00,2026-02-14 01:07:27.608104-05:00,
5371,560,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-14 01:08:43.365416-05:00,2026-02-14 01:08:43.965416-05:00,
5372,415,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,renee.blackwell,2026-02-14 01:17:04.387602-05:00,2026-02-14 01:17:04.842602-05:00,Missing month 3 bank statement
5373,53,DOCS_RECEIVED,DOCS_REQUESTED,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 01:20:37.286170-05:00,2026-02-14 01:20:37.379170-05:00,
5374,269,REVIEW_CLOSED,,,UNDERWRITER,p.deshmukh,2026-02-14 01:21:24.944646-05:00,2026-02-14 01:21:25.253646-05:00,
5375,546,REVIEW_OPENED,,,UNDERWRITER,renee.blackwell,2026-02-14 01:21:57.744806-05:00,2026-02-14 01:21:58.330806-05:00,
5376,328,DECLINED,DECISIONED,DECLINED,SYSTEM,underwriting-service,2026-02-14 01:22:51.219538-05:00,2026-02-14 01:22:51.587538-05:00,
5377,132,DOCS_RECEIVED,PENDING_INFO,DOCS_RECEIVED,APPLICANT,portal,2026-02-14 01:25:50.475093-05:00,2026-02-14 01:25:50.647093-05:00,
5378,560,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-14 01:26:21.414152-05:00,2026-02-14 01:26:22.014152-05:00,
5379,117,REVIEW_CLOSED,,,UNDERWRITER,k.abernathy,2026-02-14 01:28:57.357289-05:00,2026-02-14 01:28:57.514289-05:00,
5380,576,IN_REVIEW,DOCS_RECEIVED,IN_REVIEW,UNDERWRITER,s.whitfield,2026-02-14 01:32:25.118786-05:00,2026-02-14 01:32:25.734786-05:00,
5381,279,REVIEW_OPENED,,,UNDERWRITER,s.whitfield,2026-02-14 01:33:17.600692-05:00,2026-02-14 01:33:17.919692-05:00,
5382,193,PENDING_INFO,IN_REVIEW,PENDING_INFO,UNDERWRITER,m.okonkwo,2026-02-14 01:33:54.869519-05:00,2026-02-14 01:33:55.102519-05:00,Need proof of ownership for second member
5383,546,REVIEW_CLOSED,,,UNDERWRITER,renee.blackwell,2026-02-14 01:34:39.717588-05:00,2026-02-14 01:34:40.303588-05:00,
5384,390,REVIEW_OPENED,,,UNDERWRITER,k.abernathy,2026-02-14 01:37:36.890755-05:00,2026-02-14 01:37:37.320755-05:00,
