transaction_id,application_id,document_id,account_last4,posted_date,description,amount,running_balance,category,category_source,created_at
18036,352,1183,9985,2026-01-10,STRIPE PAYOUT,38983.80,347981.75,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:12:48.669717-05:00
18037,352,1183,9985,2026-01-11,SYSCO FOOD SERVICE,-91799.30,256182.45,,,2026-02-15 02:13:43.011025-05:00
18038,352,1183,9985,2026-01-12,MERCHANT BANKCD DEP,103711.49,359893.94,,,2026-02-15 02:16:50.884943-05:00
18039,352,1183,9985,2026-01-15,STRIPE PAYOUT,10309.20,370203.14,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:11:09.799617-05:00
18040,352,1183,9985,2026-01-17,INSURANCE PREMIUM ACH 34976205,-71089.50,299113.64,INSURANCE,OPTISCAN_RULES,2026-02-15 02:15:46.777251-05:00
18041,352,1183,9985,2026-01-18,VENDOR CHECK 1042,-67534.88,231578.76,,,2026-02-15 02:16:40.410247-05:00
18042,352,1183,9985,2026-01-20,stripe payout,166270.72,397849.48,CARD_SETTLEMENT,MANUAL,2026-02-15 02:12:20.137811-05:00
18043,352,1183,9985,2026-01-21,REMOTE DEPOSIT CAPTURE,74696.90,472546.38,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-15 02:16:07.918730-05:00
18044,352,1183,9985,2026-01-23,GUSTO PAYROLL ****9172,-81443.27,391103.11,PAYROLL,OPTISCAN_RULES,2026-02-15 02:21:28.618239-05:00
18045,352,1183,9985,2026-01-25,STRIPE PAYOUT,79866.22,470969.33,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:19:15.296290-05:00
18046,352,1183,9985,2026-01-26,ACH CREDIT CUSTOMER PMT 30871293,132106.69,603076.02,ACH_CREDIT,OPTISCAN_RULES,2026-02-15 02:16:02.683322-05:00
18047,352,1183,9985,2026-01-27,DUKE ENERGY BILLPAY,-90280.92,512795.10,,,2026-02-15 02:17:12.683355-05:00
18048,352,1183,9985,2026-01-28,COMMERCIAL RENT ACH   ,-79147.70,433647.40,,,2026-02-15 02:12:24.866216-05:00
18049,352,1183,9985,2026-01-29,SYSCO FOOD SERVICE 18001469,-63516.00,370131.40,SUPPLIER,MANUAL,2026-02-15 02:18:21.483550-05:00
18050,352,1183,9985,2026-01-30,SQUARE INC          DEPOSIT,144286.29,514417.69,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:19:12.307286-05:00
18051,352,1183,9985,2026-01-31,STATE TAX PAYMENT 28690304,-61684.93,452732.76,TAX,OPTISCAN_RULES,2026-02-15 02:14:50.358319-05:00
18052,352,1183,9985,2026-02-03,GUSTO PAYROLL,-52336.72,400396.04,PAYROLL,OPTISCAN_RULES,2026-02-15 02:18:50.422472-05:00
18053,352,1183,9985,2026-02-04,GUSTO PAYROLL ****2902,-69659.21,330736.83,,,2026-02-15 02:22:34.010873-05:00
18054,352,1183,9985,2026-02-05,STRIPE PAYOUT,185066.33,515803.16,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:21:08.955562-05:00
18055,352,1183,9985,2025-12-08,square inc          deposit,114790.09,630593.25,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:24:30.014833-05:00
18056,352,1183,9985,2025-12-09,STRIPE PAYOUT 20330935,42451.53,673044.78,CARD_SETTLEMENT,AI_SERVICE,2026-02-15 02:10:02.545197-05:00
18057,352,1183,9985,2025-12-10,DUKE ENERGY BILLPAY,-30382.25,642662.53,,,2026-02-15 02:22:42.909711-05:00
18058,352,1183,9985,2025-12-11,us foods ach debit,-43247.06,599415.47,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:25:23.928526-05:00
18059,352,1183,9985,2025-12-12,GUSTO PAYROLL,-75366.15,524049.32,,,2026-02-15 02:19:39.051683-05:00
18060,352,1183,9985,2025-12-13,GUSTO PAYROLL ****4343,-85580.68,438468.64,PAYROLL,MANUAL,2026-02-15 02:14:58.168201-05:00
18061,352,1183,9985,2025-12-14,AMEX SETTLEMENT,8544.90,447013.54,CARD_SETTLEMENT,AI_SERVICE,2026-02-15 02:19:59.643343-05:00
18062,352,1183,9985,2025-12-15,SBA LOAN PAYMENT,-77017.01,369996.53,DEBT_SERVICE,MANUAL,2026-02-15 02:12:37.569394-05:00
18063,352,1183,9985,2025-12-16,OVERDRAFT ITEM FEE,-15.00,369981.53,FEE,AI_SERVICE,2026-02-15 02:14:05.782003-05:00
18064,352,1183,9985,2025-12-17,SYSCO FOOD SERVICE,-15172.58,354808.95,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:12:12.728298-05:00
18065,352,1183,9985,2025-12-18,ADP PAYROLL FEES ****4638,-75014.31,279794.64,,,2026-02-15 02:17:17.624811-05:00
18066,352,1183,9985,2025-12-21,DUKE ENERGY BILLPAY,-48328.28,231466.36,UTILITIES,OPTISCAN_RULES,2026-02-15 02:08:38.392628-05:00
18067,352,1183,9985,2025-12-22,adp payroll fees,-69531.14,161935.22,PAYROLL,OPTISCAN_RULES,2026-02-15 02:21:42.095080-05:00
18068,352,1183,9985,2025-12-23,HOME DEPOT PRO 52261481,-5021.51,156913.71,,,2026-02-15 02:22:56.421549-05:00
18069,352,1183,9985,2025-12-24,HOME DEPOT PRO,-89919.55,66994.16,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:19:48.085818-05:00
18070,352,1183,9985,2025-12-25,REMOTE DEPOSIT CAPTURE   ,50891.14,117885.30,,,2026-02-15 02:16:12.861159-05:00
18071,352,1183,9985,2025-12-26,ATM WITHDRAWAL ****9094,-17912.46,99972.84,,,2026-02-15 02:09:39.639841-05:00
18072,352,1183,9985,2025-12-27,VENDOR CHECK 1042   ,-35763.03,64209.81,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:12:25.748216-05:00
18073,352,1183,9985,2025-12-29,CARD PAYMENT THANK YOU,-13981.67,50228.14,,,2026-02-15 02:21:57.529797-05:00
18074,352,1183,9985,2025-12-30,INSURANCE PREMIUM ACH,-5884.06,44344.08,,,2026-02-15 02:11:12.808934-05:00
18075,352,1183,9985,2025-12-31,vendor check 1042,-58786.93,-14442.85,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:14:49.469015-05:00
18076,352,1183,9985,2026-01-01,DUKE ENERGY BILLPAY,-72879.06,-87321.91,UTILITIES,OPTISCAN_RULES,2026-02-15 02:17:22.252966-05:00
18077,352,1183,9985,2026-01-02,STATE TAX PAYMENT,-24966.55,-112288.46,,,2026-02-15 02:10:08.486239-05:00
18078,352,1183,9985,2026-01-03,SYSCO FOOD SERVICE ****7878,-67140.40,-179428.86,,,2026-02-15 02:16:27.096300-05:00
18079,352,1183,9985,2026-01-05,HOME DEPOT PRO,-10122.82,-189551.68,SUPPLIER,MANUAL,2026-02-15 02:25:20.618311-05:00
18080,352,1183,9985,2026-01-06,ATM WITHDRAWAL,-50825.23,-240376.91,,,2026-02-15 02:14:44.567446-05:00
18081,352,1183,9985,2025-11-08,COMMERCIAL RENT ACH,-4773.40,-245150.31,,,2026-02-15 02:08:38.024028-05:00
18082,352,1183,9985,2025-11-09,NSF FEE,-36.00,-245186.31,,,2026-02-15 02:07:38.534934-05:00
18083,352,1183,9985,2025-11-10,STRIPE PAYOUT 47369149,16233.91,-228952.40,CARD_SETTLEMENT,MANUAL,2026-02-15 02:22:04.024017-05:00
18084,352,1183,9985,2025-11-11,DUKE ENERGY BILLPAY,-89742.10,-318694.50,,,2026-02-15 02:22:44.458482-05:00
18085,352,1183,9985,2025-11-13,SBA LOAN PAYMENT,-89780.14,-408474.64,DEBT_SERVICE,OPTISCAN_RULES,2026-02-15 02:19:05.430089-05:00
18086,352,1183,9985,2025-11-14,merchant bankcd dep,34449.61,-374025.03,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:06:57.332201-05:00
18087,352,1183,9985,2025-11-15,SYSCO FOOD SERVICE,-18358.11,-392383.14,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:19:31.462910-05:00
18088,352,1183,9985,2025-11-16,VENDOR CHECK 1042 47114620,-72946.62,-465329.76,,,2026-02-15 02:23:22.106415-05:00
18089,352,1183,9985,2025-11-18,SYSCO FOOD SERVICE,-45772.83,-511102.59,,,2026-02-15 02:07:43.057393-05:00
18090,352,1183,9985,2025-11-19,DUKE ENERGY BILLPAY 76415170,-55867.01,-566969.60,UTILITIES,MANUAL,2026-02-15 02:10:49.236158-05:00
18091,352,1183,9985,2025-11-20,AMEX SETTLEMENT,148725.21,-418244.39,CARD_SETTLEMENT,AI_SERVICE,2026-02-15 02:12:52.648700-05:00
18092,352,1183,9985,2025-11-21,REMOTE DEPOSIT CAPTURE,146363.14,-271881.25,,,2026-02-15 02:11:48.072160-05:00
18093,352,1183,9985,2025-11-22,STRIPE PAYOUT,203084.83,-68796.42,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:15:53.304563-05:00
18094,352,1183,9985,2025-11-23,STRIPE PAYOUT,154393.59,85597.17,,,2026-02-15 02:14:12.127008-05:00
18095,352,1183,9985,2025-11-24,GUSTO PAYROLL,-34003.88,51593.29,PAYROLL,OPTISCAN_RULES,2026-02-15 02:06:33.584002-05:00
18096,352,1183,9985,2025-11-25,HOME DEPOT PRO,-91677.96,-40084.67,,,2026-02-15 02:17:54.958868-05:00
18097,352,1183,9985,2025-11-26,REMOTE DEPOSIT CAPTURE 26391450,28223.16,-11861.51,,,2026-02-15 02:06:56.121202-05:00
18098,352,1183,9985,2025-11-27,STRIPE PAYOUT,55126.24,43264.73,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:12:46.640321-05:00
18099,352,1183,9985,2025-11-28,INSURANCE PREMIUM ACH,-75692.66,-32427.93,INSURANCE,OPTISCAN_RULES,2026-02-15 02:15:03.903777-05:00
18100,352,1183,9985,2025-11-29,NSF FEE,-35.00,-32462.93,,,2026-02-15 02:10:31.326806-05:00
18101,352,1183,9985,2025-11-30,DUKE ENERGY BILLPAY,-31587.21,-64050.14,,,2026-02-15 02:12:53.279750-05:00
18102,352,1183,9985,2025-12-01,REMOTE DEPOSIT CAPTURE 71012922,102083.60,38033.46,CHECK_DEPOSIT,MANUAL,2026-02-15 02:17:34.389260-05:00
18103,352,1183,9985,2025-12-02,CARD PAYMENT THANK YOU,-60352.85,-22319.39,,,2026-02-15 02:08:01.481600-05:00
18104,352,1183,9985,2025-12-03,TOAST POS SETTLEMENT,58030.78,35711.39,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-15 02:12:48.442427-05:00
18105,352,1183,9985,2025-12-04,REMOTE DEPOSIT CAPTURE,83401.54,119112.93,,,2026-02-15 02:14:31.196214-05:00
18106,352,1183,9985,2025-12-05,VENDOR CHECK 1042 29061463,-81380.75,37732.18,SUPPLIER,OPTISCAN_RULES,2026-02-15 02:20:46.178612-05:00
18107,352,1185,2670,2026-01-09,SBA LOAN PAYMENT 07447824,-56478.74,-44295.30,DEBT_SERVICE,OPTISCAN_RULES,2026-02-14 20:17:09.964619-05:00
18108,352,1185,2670,2026-01-10,SQUARE INC          DEPOSIT 03726686,192522.04,148226.74,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:28:27.418231-05:00
18109,352,1185,2670,2026-01-11,SYSCO FOOD SERVICE,-45416.15,102810.59,,,2026-02-14 20:27:34.897549-05:00
18110,352,1185,2670,2026-01-14,REMOTE DEPOSIT CAPTURE,55326.51,158137.10,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-14 20:20:46.737739-05:00
18111,352,1185,2670,2026-01-16,VENDOR CHECK 1042   ,-93706.42,64430.68,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:21:46.169722-05:00
18112,352,1185,2670,2026-01-17,GUSTO PAYROLL,-27302.40,37128.28,,,2026-02-14 20:34:51.705821-05:00
18113,352,1185,2670,2026-01-18,SQUARE INC          DEPOSIT,146463.00,183591.28,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:19:54.995425-05:00
18114,352,1185,2670,2026-01-21,GUSTO PAYROLL,-45341.36,138249.92,PAYROLL,MANUAL,2026-02-14 20:19:08.764664-05:00
18115,352,1185,2670,2026-01-22,CARD PAYMENT THANK YOU ****9288,-25983.08,112266.84,OTHER,OPTISCAN_RULES,2026-02-14 20:17:09.513015-05:00
18116,352,1185,2670,2026-01-23,OVERDRAFT ITEM FEE,-15.00,112251.84,FEE,OPTISCAN_RULES,2026-02-14 20:29:44.198632-05:00
18117,352,1185,2670,2026-01-25,vendor check 1042,-9378.12,102873.72,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:17:09.486946-05:00
18118,352,1185,2670,2026-01-26,ADP PAYROLL FEES,-93116.36,9757.36,PAYROLL,AI_SERVICE,2026-02-14 20:34:30.256032-05:00
18119,352,1185,2670,2026-01-27,ACH CREDIT CUSTOMER PMT 06449112,121888.31,131645.67,ACH_CREDIT,OPTISCAN_RULES,2026-02-14 20:35:33.283671-05:00
18120,352,1185,2670,2026-01-29,MERCHANT BANKCD DEP,180494.78,312140.45,,,2026-02-14 20:19:55.921319-05:00
18121,352,1185,2670,2026-01-30,ATM WITHDRAWAL,-47569.85,264570.60,,,2026-02-14 20:18:49.151977-05:00
18122,352,1185,2670,2026-01-31,SYSCO FOOD SERVICE,-30257.63,234312.97,,,2026-02-14 20:27:20.146819-05:00
18123,352,1185,2670,2026-02-01,COMMERCIAL RENT ACH 44112041,-110777.06,123535.91,RENT,MANUAL,2026-02-14 20:30:06.760806-05:00
18124,352,1185,2670,2026-02-02,SYSCO FOOD SERVICE,-55689.77,67846.14,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:24:52.379445-05:00
18125,352,1185,2670,2026-02-03,SQUARE INC          DEPOSIT,86730.22,154576.36,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:22:17.701507-05:00
18126,352,1185,2670,2026-02-05,US FOODS ACH DEBIT,-92625.22,61951.14,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:34:44.985681-05:00
18127,352,1185,2670,2026-02-06,SYSCO FOOD SERVICE,-12383.00,49568.14,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:26:27.704212-05:00
18128,352,1185,2670,2026-02-07,OVERDRAFT ITEM FEE,-15.00,49553.14,FEE,OPTISCAN_RULES,2026-02-14 20:32:30.417798-05:00
18129,352,1185,2670,2025-12-10,SYSCO FOOD SERVICE 05088660,-35124.85,14428.29,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:19:41.555175-05:00
18130,352,1185,2670,2025-12-11,NSF FEE 19456234,-36.00,14392.29,,,2026-02-14 20:27:18.786113-05:00
18131,352,1185,2670,2025-12-12,MERCHANT BANKCD DEP,105707.92,120100.21,,,2026-02-14 20:29:49.839601-05:00
18132,352,1185,2670,2025-12-15,DUKE ENERGY BILLPAY 99510685,-36266.71,83833.50,UTILITIES,OPTISCAN_RULES,2026-02-14 20:31:06.727412-05:00
18133,352,1185,2670,2025-12-16,US FOODS ACH DEBIT   ,-12071.47,71762.03,,,2026-02-14 20:19:00.589807-05:00
18134,352,1185,2670,2025-12-17,HOME DEPOT PRO,-3470.48,68291.55,,,2026-02-14 20:22:01.220456-05:00
18135,352,1185,2670,2025-12-18,ONLINE TRANSFER FROM SAV 8842,13255.47,81547.02,,,2026-02-14 20:35:23.803297-05:00
18136,352,1185,2670,2025-12-19,GUSTO PAYROLL,-2045.76,79501.26,,,2026-02-14 20:23:47.381466-05:00
18137,352,1185,2670,2025-12-20,STRIPE PAYOUT 89874087,114157.43,193658.69,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:32:50.866471-05:00
18138,352,1185,2670,2025-12-22,SQUARE INC          DEPOSIT 75662912,23426.95,217085.64,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:27:13.154101-05:00
18139,352,1185,2670,2025-12-24,COMMERCIAL RENT ACH,-42924.46,174161.18,RENT,OPTISCAN_RULES,2026-02-14 20:33:33.556862-05:00
18140,352,1185,2670,2025-12-25,NSF FEE,-15.00,174146.18,FEE,OPTISCAN_RULES,2026-02-14 20:22:44.862138-05:00
18141,352,1185,2670,2025-12-26,ADP PAYROLL FEES,-52479.95,121666.23,PAYROLL,AI_SERVICE,2026-02-14 20:28:30.749218-05:00
18142,352,1185,2670,2025-12-27,US FOODS ACH DEBIT,-54485.81,67180.42,,,2026-02-14 20:35:39.615724-05:00
18143,352,1185,2670,2025-12-28,HOME DEPOT PRO,-20373.15,46807.27,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:30:39.418663-05:00
18144,352,1185,2670,2025-12-29,gusto payroll,-109820.00,-63012.73,,,2026-02-14 20:17:20.708967-05:00
18145,352,1185,2670,2026-01-01,SYSCO FOOD SERVICE 50405494,-14590.05,-77602.78,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:17:35.785262-05:00
18146,352,1185,2670,2026-01-02,COMMERCIAL RENT ACH,-80705.58,-158308.36,,,2026-02-14 20:36:01.053685-05:00
18147,352,1185,2670,2026-01-04,WIRE IN REF 8841 90577855,89393.15,-68915.21,,,2026-02-14 20:34:29.306183-05:00
18148,352,1185,2670,2026-01-05,SYSCO FOOD SERVICE,-82916.16,-151831.37,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:23:45.761956-05:00
18149,352,1185,2670,2026-01-08,VENDOR CHECK 1042,-52082.20,-203913.57,,,2026-02-14 20:26:26.706145-05:00
18150,352,1185,2670,2025-11-12,STRIPE PAYOUT 52699443,36408.60,-167504.97,,,2026-02-14 20:34:31.792563-05:00
18151,352,1185,2670,2025-11-13,ACH CREDIT CUSTOMER PMT,37835.18,-129669.79,ACH_CREDIT,OPTISCAN_RULES,2026-02-14 20:30:39.678589-05:00
18152,352,1185,2670,2025-11-15,TOAST POS SETTLEMENT,63240.31,-66429.48,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:30:19.639362-05:00
18153,352,1185,2670,2025-11-16,SQUARE INC          DEPOSIT 75095167,43046.32,-23383.16,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:35:13.244624-05:00
18154,352,1185,2670,2025-11-18,AMEX SETTLEMENT,154844.34,131461.18,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:29:19.134718-05:00
18155,352,1185,2670,2025-11-19,US FOODS ACH DEBIT,-49885.61,81575.57,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:24:38.245393-05:00
18156,352,1185,2670,2025-11-22,SBA LOAN PAYMENT ****7986,-9038.97,72536.60,DEBT_SERVICE,OPTISCAN_RULES,2026-02-14 20:29:51.254689-05:00
18157,352,1185,2670,2025-11-23,SYSCO FOOD SERVICE,-71417.51,1119.09,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:22:52.647372-05:00
18158,352,1185,2670,2025-11-24,CARD PAYMENT THANK YOU 67363264,-20118.89,-18999.80,OTHER,OPTISCAN_RULES,2026-02-14 20:18:30.152374-05:00
18159,352,1185,2670,2025-11-25,INSURANCE PREMIUM ACH,-96671.40,-115671.20,,,2026-02-14 20:22:27.994426-05:00
18160,352,1185,2670,2025-11-26,VENDOR CHECK 1042,-84272.97,-199944.17,SUPPLIER,MANUAL,2026-02-14 20:21:42.896046-05:00
18161,352,1185,2670,2025-11-27,SQUARE INC          DEPOSIT,10776.90,-189167.27,,,2026-02-14 20:25:13.327395-05:00
18162,352,1185,2670,2025-11-28,ADP PAYROLL FEES,-37611.83,-226779.10,PAYROLL,OPTISCAN_RULES,2026-02-14 20:25:49.529300-05:00
18163,352,1185,2670,2025-11-29,STRIPE PAYOUT,143976.77,-82802.33,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-14 20:20:13.649496-05:00
18164,352,1185,2670,2025-11-30,NSF FEE 54368236,-36.00,-82838.33,FEE,MANUAL,2026-02-14 20:17:31.927521-05:00
18165,352,1185,2670,2025-12-01,GUSTO PAYROLL,-102415.22,-185253.55,,,2026-02-14 20:30:50.300276-05:00
18166,352,1185,2670,2025-12-02,MERCHANT BANKCD DEP,135063.44,-50190.11,,,2026-02-14 20:32:12.376972-05:00
18167,352,1185,2670,2025-12-03,MERCHANT BANKCD DEP,161645.54,111455.43,,,2026-02-14 20:30:24.048816-05:00
18168,352,1185,2670,2025-12-04,HOME DEPOT PRO,-66010.99,45444.44,SUPPLIER,OPTISCAN_RULES,2026-02-14 20:26:46.439529-05:00
18169,352,1185,2670,2025-12-05,GUSTO PAYROLL,-82852.64,-37408.20,,,2026-02-14 20:27:57.318913-05:00
18170,352,1185,2670,2025-12-06,CARD PAYMENT THANK YOU,-86220.19,-123628.39,OTHER,OPTISCAN_RULES,2026-02-14 20:22:03.615283-05:00
18171,352,1185,2670,2025-12-08,DUKE ENERGY BILLPAY   ,-66945.76,-190574.15,UTILITIES,OPTISCAN_RULES,2026-02-14 20:24:54.943357-05:00
18172,355,1191,7282,2025-12-15,NSF FEE ****2365,-15.00,79420.12,,,2026-02-10 00:20:54.979693-05:00
18173,355,1191,7282,2025-12-16,duke energy billpay,-3758.17,75661.95,,,2026-02-10 00:11:52.072770-05:00
18174,355,1191,7282,2025-12-17,SYSCO FOOD SERVICE ****7512,-4588.00,71073.95,,,2026-02-10 00:14:01.966443-05:00
18175,355,1191,7282,2025-12-18,SYSCO FOOD SERVICE,-942.30,70131.65,SUPPLIER,MANUAL,2026-02-10 00:11:53.764772-05:00
18176,355,1191,7282,2025-12-19,GUSTO PAYROLL 70519356,-7870.06,62261.59,PAYROLL,OPTISCAN_RULES,2026-02-10 00:14:16.135925-05:00
18177,355,1191,7282,2025-12-20,AMEX SETTLEMENT 72151131,2221.71,64483.30,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 00:28:57.303640-05:00
18178,355,1191,7282,2025-12-21,SYSCO FOOD SERVICE,-7074.01,57409.29,SUPPLIER,OPTISCAN_RULES,2026-02-10 00:26:56.926924-05:00
18179,355,1191,7282,2025-12-22,GUSTO PAYROLL 25038308,-428.83,56980.46,PAYROLL,AI_SERVICE,2026-02-10 00:26:17.173734-05:00
18180,355,1191,7282,2025-12-23,ATM WITHDRAWAL ****9585,-14119.83,42860.63,,,2026-02-10 00:20:05.024079-05:00
18181,355,1191,7282,2025-12-24,ADP PAYROLL FEES,-8618.04,34242.59,PAYROLL,OPTISCAN_RULES,2026-02-10 00:13:33.186753-05:00
18182,355,1191,7282,2025-12-25,US FOODS ACH DEBIT,-331.86,33910.73,,,2026-02-10 00:15:04.085517-05:00
18183,355,1191,7282,2025-12-26,ADP PAYROLL FEES 81177783,-3117.04,30793.69,PAYROLL,MANUAL,2026-02-10 00:18:22.003154-05:00
18184,355,1191,7282,2025-12-27,HOME DEPOT PRO,-7879.61,22914.08,SUPPLIER,OPTISCAN_RULES,2026-02-10 00:27:44.367848-05:00
18185,355,1191,7282,2025-12-28,VENDOR CHECK 1042 84858095,-12381.62,10532.46,SUPPLIER,MANUAL,2026-02-10 00:18:30.463484-05:00
18186,355,1191,7282,2025-12-29,COMMERCIAL RENT ACH,-10187.55,344.91,RENT,MANUAL,2026-02-10 00:13:30.018555-05:00
18187,355,1191,7282,2025-12-30,STRIPE PAYOUT 41566200,21265.48,21610.39,,,2026-02-10 00:20:19.685584-05:00
18188,355,1191,7282,2026-01-02,SYSCO FOOD SERVICE,-764.10,20846.29,SUPPLIER,AI_SERVICE,2026-02-10 00:20:01.175545-05:00
18189,355,1191,7282,2026-01-03,AMEX SETTLEMENT ****0701,17167.47,38013.76,,,2026-02-10 00:23:28.862127-05:00
18190,355,1191,7282,2026-01-04,sysco food service,-7101.88,30911.88,,,2026-02-10 00:30:10.052816-05:00
18191,355,1191,7282,2026-01-05,CARD PAYMENT THANK YOU,-8330.43,22581.45,,,2026-02-10 00:14:58.542939-05:00
18192,355,1191,7282,2026-01-07,VENDOR CHECK 1042,-8199.74,14381.71,,,2026-02-10 00:19:16.056052-05:00
18193,355,1191,7282,2026-01-08,GUSTO PAYROLL 86838679,-13291.10,1090.61,,,2026-02-10 00:24:39.393818-05:00
18194,355,1191,7282,2026-01-09,ATM WITHDRAWAL 21436897,-12303.27,-11212.66,OTHER,MANUAL,2026-02-10 00:29:55.145742-05:00
18195,355,1191,7282,2026-01-10,MERCHANT BANKCD DEP,3529.74,-7682.92,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-10 00:28:36.964781-05:00
18196,355,1191,7282,2026-01-11,US FOODS ACH DEBIT ****6337,-14511.49,-22194.41,SUPPLIER,OPTISCAN_RULES,2026-02-10 00:14:24.500860-05:00
18197,355,1191,7282,2026-01-13,ATM WITHDRAWAL,-2904.44,-25098.85,OTHER,OPTISCAN_RULES,2026-02-10 00:16:44.875015-05:00
18198,356,1194,3867,2025-12-30,ACH CREDIT CUSTOMER PMT,15247.03,79950.29,,,2026-02-13 01:19:06.699736-05:00
18199,356,1194,3867,2025-12-31,duke energy billpay,-8813.65,71136.64,UTILITIES,OPTISCAN_RULES,2026-02-13 01:18:40.550911-05:00
18200,356,1194,3867,2026-01-02,COMMERCIAL RENT ACH,-6496.56,64640.08,RENT,AI_SERVICE,2026-02-13 01:30:43.219908-05:00
18201,356,1194,3867,2026-01-03,VENDOR CHECK 1042,-7211.67,57428.41,SUPPLIER,OPTISCAN_RULES,2026-02-13 01:20:45.690818-05:00
18202,356,1194,3867,2026-01-06,REMOTE DEPOSIT CAPTURE ****8280,19168.20,76596.61,CHECK_DEPOSIT,OPTISCAN_RULES,2026-02-13 01:33:02.528897-05:00
18203,356,1194,3867,2026-01-07,COMMERCIAL RENT ACH,-3709.40,72887.21,,,2026-02-13 01:25:51.115588-05:00
18204,356,1194,3867,2026-01-09,US FOODS ACH DEBIT 56645782,-11689.20,61198.01,,,2026-02-13 01:32:53.401986-05:00
18205,356,1194,3867,2026-01-11,SYSCO FOOD SERVICE,-13913.67,47284.34,SUPPLIER,AI_SERVICE,2026-02-13 01:28:43.437145-05:00
18206,356,1194,3867,2026-01-14,CARD PAYMENT THANK YOU,-6109.56,41174.78,OTHER,OPTISCAN_RULES,2026-02-13 01:19:13.883097-05:00
18207,356,1194,3867,2026-01-15,NSF FEE,-29.00,41145.78,,,2026-02-13 01:19:45.696313-05:00
18208,356,1194,3867,2026-01-20,ATM WITHDRAWAL 95319512,-6100.42,35045.36,,,2026-02-13 01:19:52.426213-05:00
18209,356,1194,3867,2026-01-21,GUSTO PAYROLL,-2591.73,32453.63,PAYROLL,OPTISCAN_RULES,2026-02-13 01:17:14.165710-05:00
18210,356,1194,3867,2026-01-24,US FOODS ACH DEBIT 15576784,-15339.15,17114.48,SUPPLIER,MANUAL,2026-02-13 01:34:17.397923-05:00
18211,356,1194,3867,2026-01-25,MERCHANT BANKCD DEP,33325.10,50439.58,,,2026-02-13 01:17:08.851046-05:00
18212,356,1194,3867,2026-01-28,MERCHANT BANKCD DEP,24323.35,74762.93,CARD_SETTLEMENT,OPTISCAN_RULES,2026-02-13 01:22:53.916356-05:00
18213,356,1195,2652,2025-12-31,COMMERCIAL RENT ACH,-7937.93,137348.03,RENT,OPTISCAN_RULES,2026-02-15 22:25:19.723640-05:00
18214,356,1195,2652,2026-01-01,DUKE ENERGY BILLPAY,-2179.69,135168.34,,,2026-02-15 22:24:24.095041-05:00
18215,356,1195,2652,2026-01-02,ACH CREDIT CUSTOMER PMT,3019.33,138187.67,,,2026-02-15 22:16:04.220079-05:00
18216,356,1195,2652,2026-01-03,INSURANCE PREMIUM ACH,-18616.94,119570.73,,,2026-02-15 22:24:43.968997-05:00
18217,356,1195,2652,2026-01-04,GUSTO PAYROLL ****0488,-14115.04,105455.69,PAYROLL,OPTISCAN_RULES,2026-02-15 22:25:32.238697-05:00
